cod_mun,municipio,provincia,poblacion,partido_ganador,por_votos,siglas_partido,color,partido_mapa
03101,Pedreguer,Alicante,8280,ACORD PER GUANYAR,45.66,ACORD PER GUANYAR,#e07c2c,Compromís
03102,Pego,Alicante,10295,PARTIDO SOCIALISTA OBRERO ESPAÑOL,41.78,PSOE,#da1f35,PSOE
03103,Penàguila,Alicante,287,PARTIDO SOCIALISTA OBRERO ESPAÑOL,46.08,PSOE,#da1f35,PSOE
03104,Petrer,Alicante,33978,PARTIDO SOCIALISTA OBRERO ESPAÑOL,46.29,PSOE,#da1f35,PSOE
03105,El Pinós/Pinoso,Alicante,8084,PARTIDO SOCIALISTA OBRERO ESPAÑOL,57.25,PSOE,#da1f35,PSOE
03106,Planes,Alicante,695,PARTIDO POPULAR,59.3,PP,#009ade,PP
03107,Polop,Alicante,5186,PARTIDO SOCIALISTA OBRERO ESPAÑOL,41.64,PSOE,#da1f35,PSOE
03109,Rafal,Alicante,4634,PARTIDO SOCIALISTA OBRERO ESPAÑOL,60.69,PSOE,#da1f35,PSOE
03110,El Ràfol d'Almúnia,Alicante,731,ACORD PER GUANYAR,50,ACORD PER GUANYAR,#e07c2c,Compromís
03111,Redován,Alicante,8123,PARTIDO POPULAR,59.45,PP,#009ade,PP
03112,Relleu,Alicante,1171,PARTIDO POPULAR,79.45,PP,#009ade,PP
03113,Rojales,Alicante,16943,PARTIDO SOCIALISTA OBRERO ESPAÑOL,49.61,PSOE,#da1f35,PSOE
03114,La Romana,Alicante,2605,PARTIDO SOCIALISTA OBRERO ESPAÑOL,49.96,PSOE,#da1f35,PSOE
03115,Sagra,Alicante,435,GENT PER AL CANVI,71.56,G.P.C. -FEPAL,#7d8781,Otros
03116,Salinas,Alicante,1678,PARTIDO POPULAR,63.11,PP,#009ade,PP
03117,Sanet y Negrals,Alicante,734,INDEPENDENTS PER SANET I ELS NEGRALS,59.43,SANET - FEPAL,#838677,Otros
03118,San Fulgencio,Alicante,9091,PARTIDO SOCIALISTA OBRERO ESPAÑOL,42.97,PSOE,#da1f35,PSOE
03119,Sant Joan d'Alacant,Alicante,24450,PARTIDO POPULAR,38.19,PP,#009ade,PP
03120,San Miguel de Salinas,Alicante,6659,PARTIDO SOCIALISTA OBRERO ESPAÑOL,43.69,PSOE,#da1f35,PSOE
03121,Santa Pola,Alicante,36174,PARTIDO POPULAR,48.06,PP,#009ade,PP
03122,San Vicente del Raspeig/Sant Vicent del Raspeig,Alicante,59138,PARTIDO POPULAR,31.81,PP,#009ade,PP
03123,Sax,Alicante,9988,PARTIDO POPULAR,46.3,PP,#009ade,PP
03124,Sella,Alicante,592,AGRUPACIÓ ELECTORS SELLA,74.05,AES,#888575,Otros
03125,Senija,Alicante,623,SOM SENIJA,52.5,SOM SENIJA - FEPAL,#7b8684,Otros
03127,Tàrbena,Alicante,624,INDEPENDENTS PER TÀRBENA,64.48,IPT-FEPAL,#838677,Otros
03128,Teulada,Alicante,11944,PARTIDO POPULAR,43.13,PP,#009ade,PP
03129,Tibi,Alicante,1731,PARTIDO SOCIALISTA OBRERO ESPAÑOL,45.4,PSOE,#da1f35,PSOE
03130,Tollos,Alicante,30,PARTIDO POPULAR,54.55,PP,#009ade,PP
03131,Tormos,Alicante,332,PARTIDO POPULAR,52.34,PP,#009ade,PP
03132,Torremanzanas/la Torre de les Maçanes,Alicante,683,PARTIDO POPULAR,42.67,PP,#009ade,PP
03133,Torrevieja,Alicante,83547,PARTIDO POPULAR,55.56,PP,#009ade,PP
03134,La Vall d'Alcalà,Alicante,164,PARTIDO SOCIALISTA OBRERO ESPAÑOL,47.73,PSOE,#da1f35,PSOE
03135,La Vall d'Ebo,Alicante,219,ACORD PER GUANYAR,52.44,ACORD PER GUANYAR,#e07c2c,Compromís
03136,Vall de Gallinera,Alicante,579,GENT PER LA VALL,80.81,AGV,#82757f,Otros
03137,La Vall de Laguar,Alicante,890,ACORD PER GUANYAR,65.98,ACORD PER GUANYAR,#e07c2c,Compromís
03138,El Verger,Alicante,4986,ACORD PER GUANYAR,28.38,ACORD PER GUANYAR,#e07c2c,Compromís
03139,Villajoyosa/La Vila Joiosa,Alicante,34828,PARTIDO POPULAR,37.84,PP,#009ade,PP
03140,Villena,Alicante,33969,PARTIDO POPULAR,39.98,PP,#009ade,PP
03901,Els Poblets,Alicante,2735,ACORD PER GUANYAR,35.25,ACORD PER GUANYAR,#e07c2c,Compromís
03902,Pilar de la Horadada,Alicante,22949,PARTIDO POPULAR,60.12,PP,#009ade,PP
03903,Los Montesinos,Alicante,5217,PARTIDO SOCIALISTA OBRERO ESPAÑOL,64.04,PSOE,#da1f35,PSOE
03904,San Isidro,Alicante,2154,PARTIDO SOCIALISTA OBRERO ESPAÑOL,64.1,PSOE,#da1f35,PSOE
04001,Abla,Almería,1247,PARTIDO SOCIALISTA OBRERO ESPAÑOL,52.62,PSOE,#da1f35,PSOE
04002,Abrucena,Almería,1221,PARTIDO SOCIALISTA OBRERO ESPAÑOL,63.08,PSOE,#da1f35,PSOE
04003,Adra,Almería,25300,PARTIDO POPULAR,51.73,PP,#009ade,PP
04004,Albanchez,Almería,735,PARTIDO POPULAR,71.14,PP,#009ade,PP
04005,Alboloduy,Almería,615,PARTIDO POPULAR,64.36,PP,#009ade,PP
04006,Albox,Almería,12087,PARTIDO POPULAR,44.65,PP,#009ade,PP
04007,Alcolea,Almería,831,PARTIDO POPULAR,75.78,PP,#009ade,PP
04008,Alcóntar,Almería,538,PARTIDO POPULAR,60.1,PP,#009ade,PP
04009,Alcudia de Monteagud,Almería,133,PARTIDO POPULAR,56.99,PP,#009ade,PP
04010,Alhabia,Almería,685,PARTIDO POPULAR,51.19,PP,#009ade,PP
04011,Alhama de Almería,Almería,3757,PARTIDO POPULAR,56.82,PP,#009ade,PP
04012,Alicún,Almería,214,PARTIDO SOCIALISTA OBRERO ESPAÑOL,71.17,PSOE,#da1f35,PSOE
04013,Almería,Almería,199237,PARTIDO POPULAR,48.77,PP,#009ade,PP
04014,Almócita,Almería,201,PARTIDO SOCIALISTA OBRERO ESPAÑOL,50.64,PSOE,#da1f35,PSOE
04015,Alsodux,Almería,129,PARTIDO SOCIALISTA OBRERO ESPAÑOL,57.89,PSOE,#da1f35,PSOE
04016,Antas,Almería,3339,PARTIDO SOCIALISTA OBRERO ESPAÑOL,71.75,PSOE,#da1f35,PSOE
04017,Arboleas,Almería,4532,PARTIDO SOCIALISTA OBRERO ESPAÑOL,42.86,PSOE,#da1f35,PSOE
04018,Armuña de Almanzora,Almería,313,PARTIDO POPULAR,52.59,PP,#009ade,PP
04019,Bacares,Almería,240,PARTIDO SOCIALISTA OBRERO ESPAÑOL,45,PSOE,#da1f35,PSOE
04020,Bayárcal,Almería,312,PARTIDO POPULAR,81.37,PP,#009ade,PP
04021,Bayarque,Almería,226,PARTIDO POPULAR,66.43,PP,#009ade,PP
04022,Bédar,Almería,1009,PARTIDO SOCIALISTA OBRERO ESPAÑOL,73.35,PSOE,#da1f35,PSOE
04023,Beires,Almería,138,PARTIDO POPULAR,46.96,PP,#009ade,PP
04024,Benahadux,Almería,4605,PARTIDO POPULAR,42.76,PP,#009ade,PP
04026,Benitagla,Almería,53,PARTIDO POPULAR,61.54,PP,#009ade,PP
04027,Benizalón,Almería,253,PARTIDO POPULAR,74.38,PP,#009ade,PP
04028,Bentarique,Almería,239,PARTIDO SOCIALISTA OBRERO ESPAÑOL,40.78,PSOE,#da1f35,PSOE
04029,Berja,Almería,12807,PARTIDO POPULAR,68.09,PP,#009ade,PP
04030,Canjáyar,Almería,1163,PARTIDO SOCIALISTA OBRERO ESPAÑOL,47.11,PSOE,#da1f35,PSOE
04031,Cantoria,Almería,3533,PARTIDO SOCIALISTA OBRERO ESPAÑOL,66.15,PSOE,#da1f35,PSOE
04032,Carboneras,Almería,8210,PARTIDO POPULAR,42.8,PP,#009ade,PP
04033,Castro de Filabres,Almería,115,PARTIDO SOCIALISTA OBRERO ESPAÑOL,54.26,PSOE,#da1f35,PSOE
04034,Cóbdar,Almería,160,PARTIDO POPULAR,56.63,PP,#009ade,PP
04035,Cuevas del Almanzora,Almería,14790,PARTIDO SOCIALISTA OBRERO ESPAÑOL,61.41,PSOE,#da1f35,PSOE
04036,Chercos,Almería,301,PARTIDO SOCIALISTA OBRERO ESPAÑOL,32.46,PSOE,#da1f35,PSOE
04037,Chirivel,Almería,1511,PARTIDO SOCIALISTA OBRERO ESPAÑOL,61.77,PSOE,#da1f35,PSOE
04038,Dalías,Almería,4141,PARTIDO POPULAR,55.01,PP,#009ade,PP
04041,Enix,Almería,554,PARTIDO POPULAR,76.32,PP,#009ade,PP
04043,Felix,Almería,697,PARTIDO POPULAR,55.48,PP,#009ade,PP
04044,Fines,Almería,2161,PARTIDO POPULAR,53.31,PP,#009ade,PP
04045,Fiñana,Almería,1978,PARTIDO SOCIALISTA OBRERO ESPAÑOL,43.57,PSOE,#da1f35,PSOE
04046,Fondón,Almería,1045,PARTIDO SOCIALISTA OBRERO ESPAÑOL,62.36,PSOE,#da1f35,PSOE
04047,Gádor,Almería,3018,PARTIDO POPULAR,64,PP,#009ade,PP
04048,Los Gallardos,Almería,2991,PARTIDO POPULAR,72.17,PP,#009ade,PP
04049,Garrucha,Almería,10027,PARTIDO SOCIALISTA OBRERO ESPAÑOL,39.77,PSOE,#da1f35,PSOE
04050,Gérgal,Almería,1115,PARTIDO SOCIALISTA OBRERO ESPAÑOL,48.02,PSOE,#da1f35,PSOE
04051,Huécija,Almería,503,PARTIDO POPULAR,59.66,PP,#009ade,PP
04052,Huércal de Almería,Almería,18384,PARTIDO POPULAR,63.67,PP,#009ade,PP
04053,Huércal-Overa,Almería,20093,PARTIDO POPULAR,56.36,PP,#009ade,PP
04054,Íllar,Almería,456,PARTIDO SOCIALISTA OBRERO ESPAÑOL,49.84,PSOE,#da1f35,PSOE
04055,Instinción,Almería,467,PARTIDO SOCIALISTA OBRERO ESPAÑOL,55.59,PSOE,#da1f35,PSOE
04056,Laroya,Almería,200,PARTIDO POPULAR,47.97,PP,#009ade,PP
04057,Láujar de Andarax,Almería,1587,PARTIDO POPULAR,80.77,PP,#009ade,PP
04058,Líjar,Almería,383,PARTIDO SOCIALISTA OBRERO ESPAÑOL,41.58,PSOE,#da1f35,PSOE
04059,Lubrín,Almería,1457,PARTIDO SOCIALISTA OBRERO ESPAÑOL,70.25,PSOE,#da1f35,PSOE
04060,Lucainena de las Torres,Almería,595,PARTIDO POPULAR,58.22,PP,#009ade,PP
04061,Lúcar,Almería,803,CIUDADANOS-PARTIDO DE LA CIUDADANIA,62.5,CS,#da5b1f,Cs
04062,Macael,Almería,5393,PARTIDO POPULAR,63.9,PP,#009ade,PP
04063,María,Almería,1228,PARTIDO POPULAR,87.86,PP,#009ade,PP
04064,Mojácar,Almería,7527,PARTIDO POPULAR,56.72,PP,#009ade,PP
04065,Nacimiento,Almería,512,PARTIDO SOCIALISTA OBRERO ESPAÑOL,74.29,PSOE,#da1f35,PSOE
04066,Níjar,Almería,31816,PARTIDO SOCIALISTA OBRERO ESPAÑOL,44.37,PSOE,#da1f35,PSOE
04067,Ohanes,Almería,551,PARTIDO SOCIALISTA OBRERO ESPAÑOL,57.22,PSOE,#da1f35,PSOE
04068,Olula de Castro,Almería,192,PARTIDO SOCIALISTA OBRERO ESPAÑOL,34.12,PSOE,#da1f35,PSOE
04069,Olula del Río,Almería,6259,PARTIDO POPULAR,51.6,PP,#009ade,PP
04070,Oria,Almería,2212,PARTIDO POPULAR,55.78,PP,#009ade,PP
04071,Padules,Almería,424,PARTIDO SOCIALISTA OBRERO ESPAÑOL,56.58,PSOE,#da1f35,PSOE
04072,Partaloa,Almería,1003,ADEPART,64.91,ADEPART,#887876,Amunt
04073,Paterna del Río,Almería,395,PARTIDO SOCIALISTA OBRERO ESPAÑOL,73.44,PSOE,#da1f35,PSOE
04074,Pechina,Almería,4224,PARTIDO SOCIALISTA OBRERO ESPAÑOL,51.32,PSOE,#da1f35,PSOE
04075,Pulpí,Almería,10493,PARTIDO POPULAR,56.46,PP,#009ade,PP
04076,Purchena,Almería,1550,PARTIDO POPULAR,55.54,PP,#009ade,PP
04077,Rágol,Almería,288,PARTIDO POPULAR,66.41,PP,#009ade,PP
04078,Rioja,Almería,1510,PARTIDO POPULAR,36.19,PP,#009ade,PP
04079,Roquetas de Mar,Almería,102881,PARTIDO POPULAR,45.93,PP,#009ade,PP
04080,Santa Cruz de Marchena,Almería,219,PARTIDO POPULAR,39.78,PP,#009ade,PP
04081,Santa Fe de Mondújar,Almería,476,PARTIDO SOCIALISTA OBRERO ESPAÑOL,78.6,PSOE,#da1f35,PSOE
04082,Senés,Almería,285,PARTIDO POPULAR,82.53,PP,#009ade,PP
04083,Serón,Almería,2062,PARTIDO SOCIALISTA OBRERO ESPAÑOL,53.44,PSOE,#da1f35,PSOE
04084,Sierro,Almería,384,JUNTOS POR SIERRO,86.91,JUNTOS POR SIERRO,#887676,Otros
04085,Somontín,Almería,445,PARTIDO SOCIALISTA OBRERO ESPAÑOL,59.45,PSOE,#da1f35,PSOE
04086,Sorbas,Almería,2505,PARTIDO POPULAR,53.59,PP,#009ade,PP
04087,Suflí,Almería,203,PARTIDO POPULAR,63.27,PP,#009ade,PP
04088,Tabernas,Almería,4025,PARTIDO SOCIALISTA OBRERO ESPAÑOL,68.87,PSOE,#da1f35,PSOE
04089,Taberno,Almería,949,PARTIDO POPULAR,49.83,PP,#009ade,PP
04090,Tahal,Almería,346,PARTIDO SOCIALISTA OBRERO ESPAÑOL,73.93,PSOE,#da1f35,PSOE
04091,Terque,Almería,386,PARTIDO SOCIALISTA OBRERO ESPAÑOL,86.9,PSOE,#da1f35,PSOE
04092,Tíjola,Almería,3520,PARTIDO POPULAR,72.06,PP,#009ade,PP
04093,Turre,Almería,4067,PARTIDO SOCIALISTA OBRERO ESPAÑOL,41.28,PSOE,#da1f35,PSOE
04094,Turrillas,Almería,270,PARTIDO POPULAR,60.61,PP,#009ade,PP
04095,Uleila del Campo,Almería,812,PARTIDO POPULAR,72.54,PP,#009ade,PP
04096,Urrácal,Almería,371,PARTIDO POPULAR,76.28,PP,#009ade,PP
04097,Velefique,Almería,248,PARTIDO SOCIALISTA OBRERO ESPAÑOL,59.17,PSOE,#da1f35,PSOE
04098,Vélez-Blanco,Almería,1925,PARTIDO POPULAR,72.26,PP,#009ade,PP
04099,Vélez-Rubio,Almería,6528,PARTIDO POPULAR,44.71,PP,#009ade,PP
04100,Vera,Almería,18224,PARTIDO POPULAR,55.01,PP,#009ade,PP
04101,Viator,Almería,6066,PARTIDO SOCIALISTA OBRERO ESPAÑOL,57.9,PSOE,#da1f35,PSOE
04102,Vícar,Almería,27631,PARTIDO SOCIALISTA OBRERO ESPAÑOL,52.9,PSOE,#da1f35,PSOE
04103,Zurgena,Almería,2912,PARTIDO POPULAR,63.56,PP,#009ade,PP
04901,Las Tres Villas,Almería,573,PARTIDO SOCIALISTA OBRERO ESPAÑOL,60.26,PSOE,#da1f35,PSOE
04902,El Ejido,Almería,87500,PARTIDO POPULAR,47.21,PP,#009ade,PP
04903,La Mojonera,Almería,8824,AGRUPACIÓN DE ELECTORES TODOS-TODAS,53.94,TOD@S TOD@S,#82757f,Otros
04904,Balanegra,Almería,2886,PARTIDO POPULAR,84.61,PP,#009ade,PP
05001,Adanero,Ávila,214,PARTIDO SOCIALISTA OBRERO ESPAÑOL,50.31,PSOE,#da1f35,PSOE
05002,La Adrada,Ávila,2750,PARTIDO NUESTRA TIERRA,35.56,PNTAV,#887e76,Otros
05005,Albornos,Ávila,172,PARTIDO POPULAR,58.39,PP,#009ade,PP
05007,Aldeanueva de Santa Cruz,Ávila,104,PARTIDO POPULAR,61.43,PP,#009ade,PP
05008,Aldeaseca,Ávila,217,PARTIDO POPULAR,50,PP,#009ade,PP
05010,La Aldehuela,Ávila,148,PARTIDO POPULAR,50.98,PP,#009ade,PP
05012,Amavida,Ávila,133,PARTIDO POPULAR,49.53,PP,#009ade,PP
05013,El Arenal,Ávila,938,PARTIDO POPULAR,51.95,PP,#009ade,PP
05014,Arenas de San Pedro,Ávila,6465,PARTIDO POPULAR,60.5,PP,#009ade,PP
05015,Arevalillo,Ávila,68,PARTIDO NUESTRA TIERRA,56.1,PNTAV,#887e76,Otros
05016,Arévalo,Ávila,7884,PARTIDO POPULAR,49.08,PP,#009ade,PP
05017,Aveinte,Ávila,80,PARTIDO POPULAR,43.84,PP,#009ade,PP
05018,Avellaneda,Ávila,27,PARTIDO POPULAR,50,PP,#009ade,PP
05019,Ávila,Ávila,57730,POR ÁVILA,38.37,XAV,#f2a325,Otros
05021,El Barco de Ávila,Ávila,2249,PARTIDO POPULAR,54.98,PP,#009ade,PP
05022,El Barraco,Ávila,1956,PARTIDO POPULAR,59.13,PP,#009ade,PP
05023,Barromán,Ávila,176,POR ÁVILA,51.2,XAV,#f2a325,Otros
05024,Becedas,Ávila,172,PARTIDO SOCIALISTA OBRERO ESPAÑOL,57.46,PSOE,#da1f35,PSOE
05025,Becedillas,Ávila,78,PARTIDO POPULAR,75.44,PP,#009ade,PP
05026,Bercial de Zapardiel,Ávila,190,PARTIDO POPULAR,51.47,PP,#009ade,PP
05027,Las Berlanas,Ávila,338,PARTIDO POPULAR,77.08,PP,#009ade,PP
05029,Bernuy-Zapardiel,Ávila,90,PARTIDO POPULAR,48.65,PP,#009ade,PP
05030,Berrocalejo de Aragona,Ávila,53,AGRUPACION INDEPENDIENTE DE ELECTORES DE BERROCALEJO DE ARAGONA,41.86,AIEBA,#888375,Otros
05033,Blascomillán,Ávila,173,PARTIDO POPULAR,43.75,PP,#009ade,PP
05034,Blasconuño de Matacabras,Ávila,14,PARTIDO POPULAR,42.86,PP,#009ade,PP
05035,Blascosancho,Ávila,99,PARTIDO SOCIALISTA OBRERO ESPAÑOL,55,PSOE,#da1f35,PSOE
05036,El Bohodón,Ávila,111,PARTIDO POPULAR,50.57,PP,#009ade,PP
05037,Bohoyo,Ávila,230,PARTIDO POPULAR,41.73,PP,#009ade,PP
05038,Bonilla de la Sierra,Ávila,124,PARTIDO SOCIALISTA OBRERO ESPAÑOL,64.9,PSOE,#da1f35,PSOE
05039,Brabos,Ávila,41,PARTIDO SOCIALISTA OBRERO ESPAÑOL,62.5,PSOE,#da1f35,PSOE
05040,Bularros,Ávila,59,PARTIDO POPULAR,45.28,PP,#009ade,PP
05041,Burgohondo,Ávila,1196,PARTIDO POPULAR,81.91,PP,#009ade,PP
05042,Cabezas de Alambre,Ávila,157,PARTIDO POPULAR,66.99,PP,#009ade,PP
05043,Cabezas del Pozo,Ávila,79,PARTIDO SOCIALISTA OBRERO ESPAÑOL,55,PSOE,#da1f35,PSOE
05044,Cabezas del Villar,Ávila,244,PARTIDO POPULAR,60.12,PP,#009ade,PP
05045,Cabizuela,Ávila,85,PARTIDO POPULAR,47.06,PP,#009ade,PP
05046,Canales,Ávila,37,PARTIDO POPULAR,61.54,PP,#009ade,PP
05047,Candeleda,Ávila,5044,PARTIDO SOCIALISTA OBRERO ESPAÑOL,62.5,PSOE,#da1f35,PSOE
05048,Cantiveros,Ávila,97,PARTIDO POPULAR,53.12,PP,#009ade,PP
05049,Cardeñosa,Ávila,425,PARTIDO POPULAR,68.18,PP,#009ade,PP
05051,La Carrera,Ávila,157,PARTIDO POPULAR,48.05,PP,#009ade,PP
05052,Casas del Puerto,Ávila,80,PARTIDO POPULAR,63.89,PP,#009ade,PP
05053,Casasola,Ávila,67,POR ÁVILA,34.55,XAV,#f2a325,Otros
05054,Casavieja,Ávila,1418,PARTIDO POPULAR,48.28,PP,#009ade,PP
05055,Casillas,Ávila,649,PP / PSOE,48.38,EMPATE,#82757f,Otros
05056,Castellanos de Zapardiel,Ávila,90,POR ÁVILA,52.17,XAV,#f2a325,Otros
05057,Cebreros,Ávila,3213,PARTIDO NUESTRA TIERRA,54.51,PNTAV,#887e76,Otros
05058,Cepeda la Mora,Ávila,74,PARTIDO POPULAR,72.55,PP,#009ade,PP
05059,Cillán,Ávila,75,PARTIDO NUESTRA TIERRA,59.68,PNTAV,#887e76,Otros
05060,Cisla,Ávila,102,PARTIDO POPULAR,62.65,PP,#009ade,PP
05061,La Colilla,Ávila,358,PARTIDO SOCIALISTA OBRERO ESPAÑOL,57.28,PSOE,#da1f35,PSOE
05062,Collado de Contreras,Ávila,148,PARTIDO POPULAR,59.09,PP,#009ade,PP
05063,Collado del Mirón,Ávila,27,PARTIDO POPULAR,56.25,PP,#009ade,PP
05064,Constanzana,Ávila,101,AGRUPACION ELECTORAL INDEPENDIENTE DE CONSTANZANA,46.84,AGRUPACION ELECTORAL INDEPENDIENTE DE CONSTANZANA,#7e877d,Otros
05065,Crespos,Ávila,481,PARTIDO POPULAR,81.18,PP,#009ade,PP
05066,Cuevas del Valle,Ávila,523,POR ÁVILA,52.82,XAV,#f2a325,Otros
05067,Chamartín,Ávila,63,POR ÁVILA,39.22,XAV,#f2a325,Otros
05069,Donjimeno,Ávila,69,PARTIDO POPULAR,56.82,PP,#009ade,PP
05070,Donvidas,Ávila,30,PARTIDO SOCIALISTA OBRERO ESPAÑOL,69.23,PSOE,#da1f35,PSOE
05072,Espinosa de los Caballeros,Ávila,104,PARTIDO POPULAR,49.32,PP,#009ade,PP
05073,Flores de Ávila,Ávila,279,PARTIDO POPULAR,61.11,PP,#009ade,PP
05074,Fontiveros,Ávila,719,PARTIDO POPULAR,62.09,PP,#009ade,PP
05075,Fresnedilla,Ávila,106,PARTIDO POPULAR,52.05,PP,#009ade,PP
05076,El Fresno,Ávila,593,PARTIDO POPULAR,70,PP,#009ade,PP
05077,Fuente el Saúz,Ávila,160,PARTIDO POPULAR,57.36,PP,#009ade,PP
05078,Fuentes de Año,Ávila,92,PARTIDO POPULAR,59.74,PP,#009ade,PP
05079,Gallegos de Altamiros,Ávila,58,VOX,38.6,VOX,#69a93b,Vox
05080,Gallegos de Sobrinos,Ávila,47,CANDIDATURA INDEPENDIENTE DE GALLEGOS DE SOBRINOS,55.26,GDES,#787988,Otros
05081,Garganta del Villar,Ávila,41,PARTIDO POPULAR,57.58,PP,#009ade,PP
05082,Gavilanes,Ávila,573,PARTIDO POPULAR,69.63,PP,#009ade,PP
05083,Gemuño,Ávila,154,PARTIDO POPULAR,59.57,PP,#009ade,PP
05084,Gilbuena,Ávila,58,PARTIDO POPULAR,50,PP,#009ade,PP
05085,Gil García,Ávila,41,PARTIDO POPULAR,37.14,PP,#009ade,PP
05086,Gimialcón,Ávila,72,PARTIDO POPULAR,57.14,PP,#009ade,PP
05087,Gotarrendura,Ávila,174,PARTIDO POPULAR,61.36,PP,#009ade,PP
05088,Grandes y San Martín,Ávila,33,PARTIDO POPULAR,57.14,PP,#009ade,PP
05089,Guisando,Ávila,497,AGRUPACION DE ELECTORES GUISANDO AVANZA,38.9,GUISANDO AVANZA,#82757f,Otros
05090,Gutierre-Muñoz,Ávila,63,PARTIDO POPULAR,49.06,PP,#009ade,PP
05092,Hernansancho,Ávila,153,PARTIDO POPULAR,58.1,PP,#009ade,PP
05093,Herradón de Pinares,Ávila,501,PARTIDO POPULAR,43.23,PP,#009ade,PP
05094,Herreros de Suso,Ávila,140,PARTIDO POPULAR,46.39,PP,#009ade,PP
05095,Higuera de las Dueñas,Ávila,270,PARTIDO POPULAR,78.61,PP,#009ade,PP
05096,La Hija de Dios,Ávila,86,PARTIDO SOCIALISTA OBRERO ESPAÑOL,58.21,PSOE,#da1f35,PSOE
05097,La Horcajada,Ávila,482,PARTIDO SOCIALISTA OBRERO ESPAÑOL,41.45,PSOE,#da1f35,PSOE
05099,Horcajo de las Torres,Ávila,469,PARTIDO POPULAR,77.51,PP,#009ade,PP
05100,El Hornillo,Ávila,270,VOX,22.94,VOX,#69a93b,Vox
05101,Hoyocasero,Ávila,276,PARTIDO POPULAR,62.03,PP,#009ade,PP
05102,El Hoyo de Pinares,Ávila,2169,PARTIDO POPULAR,62.05,PP,#009ade,PP
05103,Hoyorredondo,Ávila,58,PARTIDO POPULAR,54,PP,#009ade,PP
05104,Hoyos del Collado,Ávila,29,PARTIDO POPULAR,58.82,PP,#009ade,PP
05105,Hoyos del Espino,Ávila,364,PARTIDO POPULAR,59.55,PP,#009ade,PP
05106,Hoyos de Miguel Muñoz,Ávila,25,PARTIDO SOCIALISTA OBRERO ESPAÑOL,48,PSOE,#da1f35,PSOE
05107,Hurtumpascual,Ávila,45,PARTIDO POPULAR,43.24,PP,#009ade,PP
05108,Junciana,Ávila,39,PARTIDO POPULAR,41.18,PP,#009ade,PP
05109,Langa,Ávila,456,PARTIDO POPULAR,66.06,PP,#009ade,PP
05110,Lanzahíta,Ávila,819,POR ÁVILA,47.25,XAV,#f2a325,Otros
05112,El Losar del Barco,Ávila,101,POR ÁVILA,61.19,XAV,#f2a325,Otros
05113,Los Llanos de Tormes,Ávila,62,PARTIDO POPULAR,53.85,PP,#009ade,PP
05114,Madrigal de las Altas Torres,Ávila,1350,PARTIDO POPULAR,53.88,PP,#009ade,PP
05115,Maello,Ávila,669,PARTIDO POPULAR,80,PP,#009ade,PP
05116,Malpartida de Corneja,Ávila,101,PARTIDO POPULAR,69.62,PP,#009ade,PP
05117,Mamblas,Ávila,198,PARTIDO POPULAR,64.05,PP,#009ade,PP
05118,Mancera de Arriba,Ávila,70,PARTIDO POPULAR,77.5,PP,#009ade,PP
05119,Manjabálago y Ortigosa de Rioalmar,Ávila,20,PARTIDO NUESTRA TIERRA,45.45,PNTAV,#887e76,Otros
05120,Marlín,Ávila,29,PARTIDO POPULAR,43.75,PP,#009ade,PP
05121,Martiherrero,Ávila,338,PARTIDO POPULAR,72.51,PP,#009ade,PP
05122,Martínez,Ávila,117,PARTIDO POPULAR,63.95,PP,#009ade,PP
05123,Mediana de Voltoya,Ávila,116,PARTIDO POPULAR,44.83,PP,#009ade,PP
05124,Medinilla,Ávila,89,PARTIDO POPULAR,62.75,PP,#009ade,PP
05125,Mengamuñoz,Ávila,61,PARTIDO POPULAR,74.29,PP,#009ade,PP
05126,Mesegar de Corneja,Ávila,57,PARTIDO POPULAR,50,PP,#009ade,PP
05127,Mijares,Ávila,726,PARTIDO SOCIALISTA OBRERO ESPAÑOL,50.19,PSOE,#da1f35,PSOE
05128,Mingorría,Ávila,385,PARTIDO POPULAR,52.36,PP,#009ade,PP
05129,El Mirón,Ávila,109,PARTIDO POPULAR,47.37,PP,#009ade,PP
05130,Mironcillo,Ávila,112,AGRUPACION DE ELECTORES DE MIRONCILLO,64.56,AEMI,#82757f,Otros
05131,Mirueña de los Infanzones,Ávila,90,POR ÁVILA,44.87,XAV,#f2a325,Otros
05132,Mombeltrán,Ávila,933,POR ÁVILA,66.78,XAV,#f2a325,Otros
05133,Monsalupe,Ávila,60,PARTIDO POPULAR,73.91,PP,#009ade,PP
05134,Moraleja de Matacabras,Ávila,57,PARTIDO POPULAR,60,PP,#009ade,PP
05135,Muñana,Ávila,463,POR ÁVILA,57.28,XAV,#f2a325,Otros
05136,Muñico,Ávila,79,IZQUIERDA UNIDA,38.81,I.U.,#930011,IU
05138,Muñogalindo,Ávila,309,PARTIDO POPULAR,62.43,PP,#009ade,PP
05139,Muñogrande,Ávila,73,PARTIDO POPULAR,49.06,PP,#009ade,PP
05140,Muñomer del Peco,Ávila,109,POR ÁVILA,43.48,XAV,#f2a325,Otros
05141,Muñopepe,Ávila,102,PARTIDO POPULAR,57.69,PP,#009ade,PP
05142,Muñosancho,Ávila,89,PARTIDO POPULAR,47.89,PP,#009ade,PP
05143,Muñotello,Ávila,56,PARTIDO SOCIALISTA OBRERO ESPAÑOL,56.1,PSOE,#da1f35,PSOE
