cod_ine,mun,pob,nombre_completo,partido_alcalde,partido_ganador,segundo,gobierna
44014,Alcorisa,3293,Miguel Iranzo Hernandez,PP,PP,P.S.O.E.,Lista más votada
44016,Alfambra,483,Carlos Abril Fuertes,PSOE,PSOE,PAR,Lista más votada
44017,Aliaga,333,Sergio Uche Gil,PAR,PAR,P.S.O.E.,Lista más votada
44021,Allepuz,128,Ignacio Martinez Mallen,UxA,UxA,-,Lista más votada
44022,Alloza,577,Miguel Angel Lorenzo Aranda Lafoz,PAR,PAR,Cs,Lista más votada
44023,Allueva,22,Pilar Molina Bernad,PP,PP,-,Lista más votada
44018,Almohaja,14,Tomas Simon Dominguez,PAR,PAR,-,Lista más votada
44019,Alobras,65,Luis Carlos Valero De La Merced,PP,PP,PAR,Lista más votada
44020,Alpeñés,20,Victor Marco Arnal,PP,PP,-,Lista más votada
44024,Anadón,32,Jose Cesar Burriel Guillen,PP,PP,-,Lista más votada
44025,Andorra,7327,Antonio Jesús Amador Cueto,PSOE,PSOE,IU,Lista más votada
44026,Arcos de las Salinas,112,Jose Luis Alvir Martinez,PP,PP,P.S.O.E.,Lista más votada
44027,Arens de Lledó,221,Francisco Javier Cortes Yañez,PSOE,PSOE,PP,Lista más votada
44028,Argente,199,Francisco Ramo Gimeno,PSOE,PP,P.S.O.E.,Otro
44029,Ariño,685,Joaquin Noe Serrano,PSOE,PSOE,Cs,Lista más votada
44031,Azaila,100,Adolfo Tesan Bielsa,PSOE,PSOE,-,Lista más votada
44032,Bádenas,18,Samuel San Miguel Gurria,PSOE,PSOE,-,Lista más votada
44033,Báguena,278,Euridice Villarroya Atienza,PP,PP,P.S.O.E.,Lista más votada
44034,Bañón,149,Jose Angel Sancho Marco,PAR,PAR,-,Lista más votada
44035,Barrachina,113,Antonio Zabal Corbaton,PP,PP,-,Lista más votada
44036,Bea,31,Victor Nuño Planas,PP,PP,-,Lista más votada
44037,Beceite,544,Juan Enrique Celma Guimera,PP,PP,PAR,Lista más votada
44039,Bello,224,Jaime Barrado Lidon,PAR,PAR,PP,Lista más votada
44038,Belmonte de San José,123,Alberto Bayod Camarero,PSOE,PSOE,PP,Lista más votada
44040,Berge,237,Juan Antonio Lej Esteban,PSOE,PSOE,PP,Lista más votada
44041,Bezas,63,Manuel Miguel Ortega Garzaran,PAR,PAR,-,Lista más votada
44042,Blancas,132,Jose Roman Valenzuela Esteban,PP,PP,PAR,Lista más votada
44043,Blesa,85,Maria Angeles Colera Herranz,Cs,Cs,PP,Lista más votada
44044,Bordón,116,David Falco Mampel,PP,PP,CHA,Lista más votada
44045,Bronchales,424,Jordi Lorenzo Bautista,CHA,PSOE,PP,Otro
44046,Bueña,52,Sergio Ibañez Gimeno,PSOE,PSOE,PP,Lista más votada
44047,Burbáguena,207,Joaquin Peribañez Peiro,PAR,PAR,P.S.O.E.,Lista más votada
44048,Cabra de Mora,68,Samuel Monleon Montesinos,PAR,PAR,P.S.O.E.,Lista más votada
44049,Calaceite,982,Carlota Nuñez Monclus,PP,PP,P.S.O.E.,Lista más votada
44050,Calamocha,4473,Manuel Rando Lopez,PSOE,PSOE,PP,Lista más votada
44051,Calanda,3753,Jose Alberto Herrero Bono,PP,PP,P.S.O.E.,Lista más votada
44052,Calomarde,78,Andres Hernandez Barrera,PP,PP,-,Lista más votada
44053,Camañas,140,Sara Ros Cardo,PSOE,PSOE,PAR,Lista más votada
44054,Camarena de la Sierra,116,Francisco Narro Buj,PP,PP,IU,Lista más votada
44055,Camarillas,82,Rosa Maria Cirugeda Buj,PP,PP,PAR,Lista más votada
44056,Caminreal,634,Joaquin Romero Sanchez,PP,PP,PAR,Lista más votada
44060,Cañada de Benatanduz,34,Servando Gascón Mallén,PAR,PAR,-,Lista más votada
44061,"Cañada de Verich, La",101,Santiago Bartolome Angosto Fort,PAR,PAR,P.S.O.E.,Lista más votada
44062,Cañada Vellida,37,Miguel Morte Lopez,PAR,PAR,-,Lista más votada
44063,Cañizar del Olivar,105,Oscar Perez Miguel,PAR,PAR,PP,Lista más votada
44059,Cantavieja,734,Ricardo Altabas Tena,PP,PP,P.S.O.E.,Lista más votada
44064,Cascante del Río,69,Vicente Zaragoza Faig,PP,PP,P.S.O.E.,Lista más votada
44065,Castejón de Tornos,52,Francisco Calvo Vicente,PP,PAR,PP,Otro
44066,Castel de Cabra,95,Francisco Rodriguez Perez,PSOE,PSOE,PP,Lista más votada
44070,"Castellar, El",56,Modesto Perez Guillen,PP,PP,PAR,Lista más votada
44071,Castellote,687,Ramon Millan Piquer,PAR,PAR,CeP,Lista más votada
44067,Castelnou,120,Jose Miguel Esteruelas Lizano,PAR,PAR,PODEMOS-EQUO,Lista más votada
44068,Castelserás,789,Oscar Soriano Jimenez,PP,PP,P.S.O.E.,Lista más votada
44074,Cedrillas,609,Jose Luis Lopez Saez,PSOE,PSOE,PP,Lista más votada
44075,Celadas,374,Raquel Clemente Muñoz,PP,PP,P.S.O.E.,Lista más votada
44076,Cella,2578,Juan Sanchez Hernandez,PSOE,PSOE,PP,Lista más votada
44077,"Cerollera, La",84,Antonio Ezequiel Celma Lombarte,PSOE,PSOE,-,Lista más votada
44080,"Codoñera, La",317,Maria Jose Gascon Cases,PAR,PAR,P.S.O.E.,Lista más votada
44082,Corbalán,108,Rogelio Dolz Garcia,PP,PP,PNP,Lista más votada
44084,Cortes de Aragón,63,Ana Belen Aparicio Flores,PP,PP,P.S.O.E.,Lista más votada
44085,Cosa,55,Marcos Garzon Sanchez,PP,PP,-,Lista más votada
44086,Cretas,555,Fernando Javier Camps Juan,PP,PP,CHA,Lista más votada
44087,Crivillén,87,Maria Josefa Lecina Ortin,PAR,PAR,PP,Lista más votada
44088,"Cuba, La",42,Felix Marin Andres,PSOE,PSOE,PP,Lista más votada
44089,Cubla,52,Santiago Esteban Esteban,PAR,PP,PAR,Otro
44090,Cucalón,82,Alberto Gimeno Jaulin,PP,PP,PAR,Lista más votada
44092,"Cuervo, El",74,David Alvaro Beltran,PSOE,PSOE,PAR,Lista más votada
44093,Cuevas de Almudén,118,Jose Luis Gresa Juste,CHA,CHA,P.S.O.E.,Lista más votada
44094,Cuevas Labradas,137,Lucia Castellote Lopez,PP,PP,P.S.O.E.,Lista más votada
44096,Ejulve,178,Ovidio Ortin Albalate,PP,PP,PAR,Lista más votada
44097,Escorihuela,141,Milagros Agripina Gimenez Marques,Cs,Cs,PAR,Lista más votada
44099,Escucha,782,Hector Garcia Redondo,Cs,Cs,CHA,Lista más votada
44100,Estercuel,209,Joaquin Lahoz Boltaña,PSOE,PSOE,PP,Lista más votada
44101,Ferreruela de Huerva,74,Oscar Gracia Bello,PAR,PAR,P.S.O.E.,Lista más votada
44102,Fonfría,29,Ana Isabel Moreno Blasco,PP,PP,-,Lista más votada
44103,Formiche Alto,155,Jose Luis Escriche Gargallo,PAR,PAR,P.S.O.E.,Lista más votada
44105,Fórnoles,81,Daniel Ferrer Sorolla,PAR,PAR,PP,Lista más votada
44106,Fortanete,200,Luis Gil Gil,PSOE,PSOE,PAR,Lista más votada
44107,Foz-Calanda,271,Xavier Tarzan Cuartielles,PSOE,PSOE,PP,Lista más votada
44108,"Fresneda, La",457,Frederic Fontanet Alcina,PP,PAR,PP,Otro
44109,Frías de Albarracín,105,Benito Lacasa Frias,PSOE,PSOE,PP,Lista más votada
44110,Fuenferrada,40,Ruben Nicanor Garcia Plumed,PP,PP,-,Lista más votada
44111,Fuentes Calientes,92,Ivan Ferrer Rodriguez,CHA,PSOE,CHA,Otro
44112,Fuentes Claras,433,Diego Hernandez Bernal,PAR,PAR,P.S.O.E.,Lista más votada
44113,Fuentes de Rubielos,154,Maria Asuncion Rosales Alegre,IU,IU,P.S.O.E.,Lista más votada
44114,Fuentespalda,293,Carmen Agud Aparicio,PAR,PAR,-,Lista más votada
44115,Galve,163,Vicente Francisco Sangüesa Gascon,PSOE,PSOE,PP,Lista más votada
44116,Gargallo,98,Francisco Javier Gargallo Ramos,Cs,Cs,PAR,Lista más votada
44117,Gea de Albarracín,378,Santiago Rodriguez Gracia,PSOE,PSOE,PP,Lista más votada
44118,"Ginebrosa, La",201,Miguel Angel Balaguer Altabella,PAR,PAR,P.S.O.E.,Lista más votada
44119,Griegos,138,Salvador Gil Arauz,PSOE,PSOE,JISA,Lista más votada
44120,Guadalaviar,253,Rufo Soriano Perez,PSOE,PSOE,PAR,Lista más votada
44121,Gúdar,79,Alberto Izquierdo Vicente,PAR,PAR,PP,Lista más votada
44122,Híjar,1771,Luis Carlos Marquesán Forcén,PP,PP,GH,Lista más votada
44123,Hinojosa de Jarque,110,Andres Sanchez Bea,PP,PP,P.S.O.E.,Lista más votada
44124,"Hoz de la Vieja, La",91,Laura Royo Martinez,PSOE,PSOE,PAR,Lista más votada
44125,Huesa del Común,73,Jeronimo Gracia Plou,PAR,PAR,PP,Lista más votada
44126,"Iglesuela del Cid, La",407,Fernando Safont Alcon,PSOE,PSOE,PP,Lista más votada
44127,Jabaloyas,61,Oscar Castillo Murciano,IND,PSOE,-,Otro
44128,Jarque de la Val,60,Diego Edo Martin,Cs,JxJ,Cs,Otro
44129,Jatiel,45,Jesus Galvez Arto,PSOE,PSOE,-,Lista más votada
44130,Jorcas,34,Roman Izquierdo Feced,PP,PP,-,Lista más votada
44131,Josa,36,Oscar Lopez Sanmartin,PSOE,PSOE,-,Lista más votada
44132,Lagueruela,66,Angel Lahuerta Mored,PSOE,PSOE,-,Lista más votada
44133,Lanzuela,25,Daniel Pellejero Pausa,PAR,PAR,-,Lista más votada
44135,Libros,104,Raul Arana Calomarde,PP,PP,PAR,Lista más votada
44136,Lidón,54,Joaquin Juste Sanz,PP,PP,P.S.O.E.,Lista más votada
44137,Linares de Mora,226,Yolanda Sevilla Salvador,PP,PP,PAR,Lista más votada
44141,Lledó,172,Maria Teresa Criville Herrero,PAR,PAR,PP,Lista más votada
44138,Loscos,122,Pedro Elias Bailo,PAR,PAR,P.S.O.E.,Lista más votada
44142,Maicas,31,Maria Del Pilar Aguilar Palacios,PSOE,PSOE,-,Lista más votada
44143,Manzanera,527,Celia Durban Solaz,PP,PP,P.S.O.E.,Lista más votada
44144,Martín del Río,372,Francisco Martinez Lopez,PSOE,PSOE,Cs,Lista más votada
44145,Mas de las Matas,1271,Maria Ariño Ejarque,PSOE,PSOE,PAR,Lista más votada
44146,"Mata de los Olmos, La",257,Silvia Ines Gimeno Gascon,PSOE,PSOE,PAR,Lista más votada
44147,Mazaleón,503,Rafael Marti Casals,PSOE,PSOE,F.I.A.,Lista más votada
44148,Mezquita de Jarque,87,Herminio Rufino Sancho Iñiguez,PSOE,PSOE,AEI-MJ,Lista más votada
44149,Mirambel,111,Maria Del Carmen Soler Monfort,PSOE,PSOE,PAR,Lista más votada
44150,Miravete de la Sierra,38,Jose Listo Simon,PP,PP,-,Lista más votada
44151,Molinos,238,Javier Mateo Pascual,PP,PP,PAR,Lista más votada
44152,Monforte de Moyuela,71,Paula Delmas Biel,PP,CHA,PP,Otro
44153,Monreal del Campo,2522,Carlos Redon Sanchez,PP,PP,P.S.O.E.,Lista más votada
44154,Monroyo,318,Gloria Blanc Cipres,PSOE,PSOE,PAR,Lista más votada
44155,Montalbán,1237,Carlos Agustin Sanchez Boix,PAR,PAR,P.S.O.E.,Lista más votada
44156,Monteagudo del Castillo,51,Luis Ignacio Lozano Cabañero,PP,PP,PAR,Lista más votada
44157,Monterde de Albarracín,57,Luis Antonio Aspas Sanchez,PSOE,PSOE,PAR,Lista más votada
44158,Mora de Rubielos,1539,Hugo Arquimedes Rios Navarro,PAR,PAR,P.S.O.E.,Lista más votada
44159,Moscardón,53,Manuel Murciano Vicente,PAR,PAR,-,Lista más votada
44160,Mosqueruela,531,Alba Lucea Papaseit,PSOE,PSOE,PP,Lista más votada
44161,Muniesa,571,Jose Luis Iranzo Morales,PP,PP,P.S.O.E.,Lista más votada
44163,Noguera de Albarracín,142,Juan Diego Puerto Lozano,PP,PP,CHA,Lista más votada
44164,Nogueras,28,Francisco Royo Soriano,PAR,PAR,-,Lista más votada
44165,Nogueruelas,207,Marcos Benajes Herrero,PSOE,PSOE,PAR,Lista más votada
44167,Obón,32,Jose Angel Villuendas Morales,PAR,PAR,P.S.O.E.,Lista más votada
44168,Odón,218,Francisco Javier Hernandez Collados,PAR,PAR,PP,Lista más votada
44169,Ojos Negros,330,Roberto Sanz Rubio,PSOE,PSOE,PP,Lista más votada
44171,Olba,264,Federico Manuel Martín Fuertes,PSOE,PSOE,Podemos-Equo,Lista más votada
44172,Oliete,340,Rogelio Villanueva Lazaro,PAR,PSOE,PAR,Otro
44173,"Olmos, Los",118,Nuria Espallargas Carceler,PAR,PAR,PP,Lista más votada
44174,Orihuela del Tremedal,454,Rafael Samper Miguel,PAR,PP,PAR,Otro
44175,Orrios,130,Rafael Pedro Ferrer Pastor,PP,PP,PAR,Lista más votada
44176,Palomar de Arroyos,168,Ramiro Beltran Garcia,Cs,Cs,PP,Lista más votada
44177,Pancrudo,119,Julian Sancho Perez,PAR,PAR,CHA,Lista más votada
44178,"Parras de Castellote, Las",56,Joaquin Giner Carbo,PSOE,PSOE,PAR,Lista más votada
44179,Peñarroya de Tastavins,450,Ricardo Blanch Albesa,PAR,PAR,P.S.O.E.,Lista más votada
44180,Peracense,85,Manuel Bugeda Doñate,PAR,PSOE,PAR,Otro
44181,Peralejos,85,Carlos Lopez Latorre,PP,PP,P.S.O.E.,Lista más votada
44182,Perales del Alfambra,251,Francisco Javier Lahoz Villalba,Cs,Cs,P.S.O.E.,Lista más votada
44183,Pitarque,69,David Aguilar Lopez,PP,PP,P.S.O.E.,Lista más votada
44184,Plou,48,Eduardo Aguilar Plou,Cs,Cs,PAR,Lista más votada
44185,"Pobo, El",112,Vicente López Ros,VIxEP,VIxEP,PP,Lista más votada
44187,"Portellada, La",230,Gloria Victoria Serrat Gracia,PP,PP,P.S.O.E.,Lista más votada
44189,Pozondón,47,Mario Caceres Perea,PP,PP,PAR,Lista más votada
44190,Pozuel del Campo,62,Adrian Rubio Marco,PAR,PAR,PP,Lista más votada
44191,"Puebla de Híjar, La",909,Pedro Bello Martinez,IU,IU,P.S.O.E.,Lista más votada
44192,"Puebla de Valverde, La",445,Maria Angeles Izquierdo Escuder,PP,PP,P.S.O.E.,Lista más votada
44193,Puertomingalvo,125,Tomás Manuel Zafón Julián,PSOE,PSOE,PP,Lista más votada
44194,Ráfales,144,Jose Ramon Arrufat Gauchola,PAR,PAR,-,Lista más votada
44195,Rillo,92,Jose Javier Gascon Benedicto,PAR,PAR,P.S.O.E.,Lista más votada
44196,Riodeva,128,Alfredo Soriano Rios,PSOE,PSOE,PAR,Lista más votada
44197,Ródenas,61,Jose Antonio Nicolas Soriano,PSOE,PSOE,PP,Lista más votada
44198,Royuela,212,Lorenzo Blesa Caballero,PAR,PAR,PP,Lista más votada
44199,Rubiales,42,Jose Antonio Soriano Garzon,PP,PP,CHA,Lista más votada
44200,Rubielos de la Cérida,37,Juan Jose Ramo Cervera,PAR,PAR,-,Lista más votada
44201,Rubielos de Mora,632,Angel Gracia Lucia,PSOE,PSOE,SR,Lista más votada
44203,Salcedillo,11,Fermin Navarro Alegre,PP,PP,-,Lista más votada
44204,Saldón,25,Eduardo Sanchez Marco,PSOE,PSOE,-,Lista más votada
44205,Samper de Calanda,731,Alfonso Manuel Perez Ornaque,PSOE,PSOE,PP,Lista más votada
44206,San Agustín,138,Daniel Riera Bau,PAR,PAR,P.S.O.E.,Lista más votada
44207,San Martín del Río,137,Carmen Montero Montero,PSOE,PSOE,-,Lista más votada
44208,Santa Cruz de Nogueras,30,Antonio Trullen Bello,PAR,PAR,-,Lista más votada
44209,Santa Eulalia,1066,Blas Lanzuela Espinosa,PP,PP,P.S.O.E.,Lista más votada
44210,Sarrión,1194,Ana Belen De Miguel Sanchez,PAR,PSOE,PAR,Otro
44211,Segura de los Baños,38,Jose Antonio Martin Belles,PSOE,PSOE,-,Lista más votada
44212,Seno,44,Raquel Bellés Bellés,PAR,PAR,-,Lista más votada
44213,Singra,80,Manuel Martin Andres,PSOE,PSOE,PP,Lista más votada
44215,Terriente,181,Victoriano Jordan Codes,PAR,PAR,PP,Lista más votada
44216,Teruel,35994,Emma Buj Sánchez,PP,PP,P.S.O.E.,Lista más votada
44217,Toril y Masegoso,36,Javier Dalda Borja,PSOE,PSOE,-,Lista más votada
44218,Tormón,25,Faustino Archilaga Valero,PP,PP,-,Lista más votada
44219,Tornos,201,Ricardo Rodrigo Luna,PSOE,PSOE,PP,Lista más votada
44220,Torralba de los Sisones,162,Asterio Abad Del Carmen,PAR,PAR,PP,Lista más votada
44223,Torre de Arcas,93,Juan Carlos Arrufat Arbos,PAR,PAR,-,Lista más votada
44224,Torre de las Arcas,25,Ana Maria Esteban Torres,PSOE,PSOE,-,Lista más votada
44225,Torre del Compte,122,Alberto Diaz Rueda,PP,PP,P.S.O.E.,Lista más votada
44227,Torre los Negros,82,Manuel Agustin Gambaro Royo,PP,PP,-,Lista más votada
44221,Torrecilla de Alcañiz,450,Carmen Garcia Cros,PSOE,PSOE,PP,Lista más votada
44222,Torrecilla del Rebollar,122,Carlos Miguel Burriel Luca,PP,PP,P.S.O.E.,Lista más votada
44226,Torrelacárcel,142,Pascual Soriano Hernandez,PSOE,PSOE,PP,Lista más votada
44228,Torremocha de Jiloca,108,Santiago Marco Sánchez,PP,PP,PAR,Lista más votada
44229,Torres de Albarracín,171,Inocencio Martinez Sanchez,PAR,PAR,P.S.O.E.,Lista más votada
44230,Torrevelilla,180,Carlos Eugenio Martin Silvestre,PSOE,PSOE,-,Lista más votada
44231,Torrijas,38,Jorge Garcia Garces,PAR,PAR,-,Lista más votada
44232,Torrijo del Campo,470,Ricardo Plumed Malo,PAR,PAR,P.S.O.E.,Lista más votada
44234,Tramacastiel,67,Sebastian Alegre Monterde,PAR,PAR,P.S.O.E.,Lista más votada
44235,Tramacastilla,105,Clara Isabel Benito Calomarde,PSOE,PSOE,PP,Lista más votada
44236,Tronchón,65,Roberto Rabaza Grau,PAR,PSOE,PAR,Otro
44237,Urrea de Gaén,435,Pedro Joaquin Lafaja Sese,PP,PP,P.S.O.E.,Lista más votada
44238,Utrillas,3003,Joaquin Francisco Moreno Latorre,Cs,Cs,P.S.O.E.,Lista más votada
44239,Valacloche,24,Maria Carmen Rabanete Moreno,PAR,PAR,-,Lista más votada
44240,Valbona,184,María Paz Martín Labern,PP,PP,PAR,Lista más votada
44241,Valdealgorfa,589,Angel Antolin Herrero,PAR,PAR,P.S.O.E.,Lista más votada
44243,Valdecuenca,29,Gloria Nieves Pavia Soler,PP,PP,-,Lista más votada
44244,Valdelinares,82,Pedro Jose Garcia Miravete,PP,PP,PAR,Lista más votada
44245,Valdeltormo,293,Raul Bordas Sancho,PAR,PP,PAR,Otro
44246,Valderrobres,2457,Carlos Luis Bone Amela,PP,PP,P.S.O.E.,Lista más votada
44247,Valjunquera,342,Susana Traver Piquer,PSOE,PSOE,PP,Lista más votada
44249,"Vallecillo, El",39,Pascual Gimenez Soriano,PP,PP,CHA,Lista más votada
44250,Veguillas de la Sierra,21,Amalio Murciano Soriano,PP,PP,-,Lista más votada
44251,Villafranca del Campo,302,Yolanda Domingo Alegre,PAR,PAR,PP,Lista más votada
44252,Villahermosa del Campo,88,Jose Antonio Ramo Aparicio,PAR,PAR,PP,Lista más votada
44256,Villanueva del Rebollar de la Sierra,42,Nicolas Lopez Palomar,PAR,PAR,P.S.O.E.,Lista más votada
44257,Villar del Cobo,163,Jose Miguel Aspas Cutanda,PP,PP,PAR,Lista más votada
44258,Villar del Salz,66,Jesus Latasa Royo,PAR,PAR,PP,Lista más votada
44260,Villarluengo,169,Juan Ramon Tena Balfagon,PAR,PAR,PP,Lista más votada
44261,Villarquemado,846,Federico Serrano Paricio,PSOE,PSOE,PP,Lista más votada
44262,Villarroya de los Pinares,175,Diego Villarroya Vicente,PAR,PAR,PP,Lista más votada
44263,Villastar,548,Luis Antonio Martin Romero,CHA,CHA,P.S.O.E.,Lista más votada
44264,Villel,325,Juan Jose Gomez Perez,PAR,PAR,P.S.O.E.,Lista más votada
44265,Vinaceite,215,Alfredo Bielsa Clemente,PP,PP,Cs,Lista más votada
44266,Visiedo,124,Gregorio Fuentes Tolosa,PAR,PAR,PP,Lista más votada
44267,Vivel del Río Martín,75,Antonio Royo Rubio,PP,PP,Cs,Lista más votada
44268,"Zoma, La",31,Aitor Lozano Gascon,PSOE,PSOE,-,Lista más votada
45001,Ajofrín,2236,Maria Isabel Alguacil De La Peña,PSOE,PSOE,PP,Lista más votada
45002,Alameda de la Sagra,3757,Rafael Martín Arcicollar,PSOE,PSOE,PP,Lista más votada
45003,Albarreal de Tajo,708,Pedro Lobato Ferrero,PSOE,PSOE,PP,Lista más votada
45004,Alcabón,678,Jose Agustin Congosto Del Cerro,PP,PP,P.S.O.E.,Lista más votada
45005,Alcañizo,274,Maria Chiquero Alegria,PP,PP,P.S.O.E.,Lista más votada
45006,Alcaudete de la Jara,1644,Cristina Cebas Gregorio,PSOE,PSOE,PP,Lista más votada
45007,Alcolea de Tajo,843,Ignacio Moreno López,PSOE,PSOE,PP,Lista más votada
45008,Aldea en Cabo,179,Alejandro Castellano Barrero,PSOE,PSOE,PP,Lista más votada
45009,Aldeanueva de Barbarroya,495,Jose Manuel Fernandez Pino,PP,PP,P.S.O.E.,Lista más votada
45010,Aldeanueva de San Bartolomé,413,Ángel De Bodas López,PSOE,PSOE,VOX,Lista más votada
45011,Almendral de la Cañada,327,Monica Vazquez Fernandez,PP,PP,P.S.O.E.,Lista más votada
45012,Almonacid de Toledo,843,Maria Almudena Gonzalez Hernandez,PP,PP,P.S.O.E.,Lista más votada
45013,Almorox,2318,Jose Martinez Vera,PP,PP,P.S.O.E.,Lista más votada
45014,Añover de Tajo,5202,Alberto Rodríguez Parra,IU,PSOE,IU,Otro
45015,Arcicóllar,964,Filiberto Bañares Sánchez,PSOE,PP,Cs,Otro
45016,Argés,6621,Jesus Guerrero Lorente,PP,PP,P.S.O.E.,Lista más votada
45017,Azután,303,Lorena Muñoz Díaz,PSOE,PSOE,PP,Lista más votada
45018,Barcience,940,Victor Lopez Maquedano,PSOE,PSOE,PP,Lista más votada
45019,Bargas,10611,Isabel María Tornero Restoy,PSOE,PSOE,PP,Lista más votada
45020,Belvís de la Jara,1543,José Carlos Martínez Rodríguez,PSOE,PSOE,PP,Lista más votada
45021,Borox,3981,Soledad Delgado Martin,Cs,Cs,PP,Lista más votada
45022,Buenaventura,419,Carlos Fernando De Castro Fernandez,PP,PP,P.S.O.E.,Lista más votada
45023,Burguillos de Toledo,3390,José María Gómez-Caro García-Caro,PSOE,SMB,P.S.O.E.,Otro
45024,Burujón,1316,Juan Jose Torres Moreno,PSOE,PSOE,PP,Lista más votada
45025,Cabañas de la Sagra,1955,Tomas Diaz Yuste,PSOE,PSOE,Cs,Lista más votada
45026,Cabañas de Yepes,301,Jorge Ignacio Ors Sánchez,PSOE,PSOE,PP,Lista más votada
45027,Cabezamesada,330,Eva Maria Aguilar Chaves,PP,PP,P.S.O.E.,Lista más votada
45028,Calera y Chozas,4641,Gabriel Lopez-Colina Gomez,PP,PP,P.S.O.E.,Lista más votada
45029,Caleruela,214,María Teresa González Rodríguez,PSOE,PSOE,PP,Lista más votada
45030,Calzada de Oropesa,513,Valerio Pulido Martín,UCIN,UCIN,P.S.O.E.,Lista más votada
45031,Camarena,4243,María Del Rosario García Saco,PSOE,PSOE,PP,Lista más votada
45032,Camarenilla,588,José Manuel De Miguel Gómez,PSOE,PSOE,PP,Lista más votada
45033,"Campillo de la Jara, El",356,Maria Elena Munilla Aceituno,PP,PP,P.S.O.E.,Lista más votada
45034,Camuñas,1726,Maria Carmen Cano Lopez,PSOE,PSOE,PP,Lista más votada
45035,Cardiel de los Montes,380,Pedro Casado Molina,PSOE,PSOE,UCIN,Lista más votada
45036,Carmena,780,Marcial García Fernández,PSOE,PSOE,PP,Lista más votada
45037,"Carpio de Tajo, El",1817,Isidoro Gallardo Esteban,PSOE,PSOE,PP,Lista más votada
45038,Carranque,5022,Mario Sanchez Del Baño,PSOE,PP,P.S.O.E.,Otro
45039,Carriches,278,Isidro Castaño Del Pino,PP,PP,P.S.O.E.,Lista más votada
45040,"Casar de Escalona, El",1791,Israel Roberto Perez Jimenez,PP,PP,P.S.O.E.,Lista más votada
45041,Casarrubios del Monte,6177,Jesús Mayoral Pérez,PSOE,PSOE,PP,Lista más votada
45042,Casasbuenas,182,Juan Antonio Camuñas Medina,PP,PP,P.S.O.E.,Lista más votada
45043,Castillo de Bayuela,918,Julia Fernandez Cerrillo,PP,PP,P.S.O.E.,Lista más votada
45045,Cazalegas,1854,Francisco Javier Blanco Guerro,PP,PP,P.S.O.E.,Lista más votada
45046,Cebolla,3204,Silvia Díaz Del Fresno,PSOE,PSOE,PP,Lista más votada
45047,Cedillo del Condado,4025,Luis Andres Martin Carrasco,Cs,Cs,P.S.O.E.,Lista más votada
45048,"Cerralbos, Los",418,Andres Gomez Garcia,PP,PP,P.S.O.E.,Lista más votada
45049,Cervera de los Montes,504,Pedro Perez Perez,PP,PP,P.S.O.E.,Lista más votada
45056,Chozas de Canales,4335,Antonio Antunez Benitez,QRM,PP,QRM,Otro
45057,Chueca,253,Santiago Sanchez Galan,PSOE,PSOE,PP,Lista más votada
45050,Ciruelos,616,Ángel Luis Del Sol Aguirre,PSOE,PSOE,PP,Lista más votada
45051,Cobeja,2412,Diego Diaz Batres,PSOE,PSOE,PP,Lista más votada
45052,Cobisa,4377,Felix Ortega Fernandez,PSOE,PSOE,PP,Lista más votada
45053,Consuegra,9942,Jose Manuel Quijorna Garcia,PP,PSOE,PP,Otro
45054,Corral de Almaguer,5068,Manuela Lominchar Lominchar,PP,PP,P.S.O.E.,Lista más votada
45055,Cuerva,1277,Miguel Ángel Rodríguez Pedreño,PSOE,PSOE,PP,Lista más votada
45058,Domingo Pérez,325,Gregorio Carvajal Gomez,CONTIGO,CONTIGO,PP,Lista más votada
45059,Dosbarrios,2263,María Del Carmen Portillo Pedraza,PP,PP,Cs,Lista más votada
45060,Erustes,191,Sonia Morales Jimenez,PSOE,PSOE,-,Lista más votada
45061,Escalona,3441,Alvaro Gutierrez Prieto,PSOE,PSOE,PP,Lista más votada
45062,Escalonilla,1397,Sonia Maria Gomez Fernandez,PP,PP,P.S.O.E.,Lista más votada
45063,Espinoso del Rey,435,María Del Pilar Ahijado Sevilleja,PSOE,PSOE,PP,Lista más votada
45064,Esquivias,5747,Milagros Del Barrio Perrez-Grueso,IU,PP,IU,Otro
45065,"Estrella, La",205,Alfonso Caja Yuncal,PSOE,PSOE,PP,Lista más votada
45066,Fuensalida,11785,Santiago Vera Diaz Cardiel,PSOE,PSOE,PP,Lista más votada
45067,Gálvez,3015,Manuel Guillermo Fernandez Lazaro-Carrasco,PP,PP,P.S.O.E.,Lista más votada
45068,Garciotum,206,Carlos David Palomares García,PSOE,PSOE,PP,Lista más votada
45069,Gerindote,2395,Ana María Palomo González,PSOE,PSOE,PP,Lista más votada
45070,Guadamur,1806,Maria Del Sagrario Gutierrez Fernandez,PP,PP,P.S.O.E.,Lista más votada
45071,"Guardia, La",2226,Francisco Javier Pasamontes Orgaz,PSOE,PSOE,PP,Lista más votada
45072,"Herencias, Las",742,Pedro Diaz Moreno,PP,PP,P.S.O.E.,Lista más votada
45073,Herreruela de Oropesa,306,Tomás Natanael Estrada Fernández,PP,PP,P.S.O.E.,Lista más votada
45074,Hinojosa de San Vicente,411,Jorge Juan Muñoz Jimenez,PP,PP,P.S.O.E.,Lista más votada
45075,Hontanar,137,Juan Manuel Muñoz Perez,PP,PP,P.S.O.E.,Lista más votada
