cod_ine,municipio,provincia,poblacion,partido_ganador,por_votos,color_ganador,color_code_ganador,alcalde,partido_alcalde,color_alcalde,color_code_alcalde,gobierna
25228,Torrefarrera,Lleida,4730,Junts,49.93,JUNTS,#00c4b2,Jordi Latorre Sotus,Junts,JUNTS,#00c4b2,Lista más votada
25230,Torregrossa,Lleida,2155,ERC,47.87,ERC,#e5ab4b,Maribel Zamora Urrea,ERC,ERC,#e5ab4b,Lista más votada
25231,Torrelameu,Lleida,765,ERC,64.35,ERC,#e5ab4b,Carles Comes Marco,ERC,ERC,#e5ab4b,Lista más votada
25232,Torres de Segre,Lleida,2248,Junts,34.69,JUNTS,#00c4b2,NA,NA,NA,NA,NA
25233,Torre-serona,Lleida,387,PSOE,63.07,PSOE,#da1f35,Agustí Jiménez Pérez,PSOE,PSOE,#da1f35,Lista más votada
25234,Tremp,Lleida,5847,PSOE,49.47,PSOE,#da1f35,Sílvia Romero Galera,PSOE,PSOE,#da1f35,Lista más votada
25238,Vallbona de les Monges,Lleida,227,ERC,47.73,ERC,#e5ab4b,Eduard Montseny I Masip (Cal Pons),ERC,ERC,#e5ab4b,Lista más votada
25239,Les Valls de Valira,Lleida,794,ERC,64.12,ERC,#e5ab4b,Ricard Mateu I Vidal,ERC,ERC,#e5ab4b,Lista más votada
25240,Vallfogona de Balaguer,Lleida,1935,Junts,69.91,JUNTS,#00c4b2,Xavier Castellana I Benseny,Junts,JUNTS,#00c4b2,Lista más votada
25240,Vallfogona de Balaguer,Lleida,1935,Junts,69.91,JUNTS,#00c4b2,Xavier Castellana I Benseny,Junts,JUNTS,#00c4b2,Lista más votada
25242,Verdú,Lleida,851,ERC,81.18,ERC,#e5ab4b,Georgina Procter Pané,ERC,ERC,#e5ab4b,Lista más votada
25243,Vielha e Mijaran,Lleida,5581,UA-PSC-CP,52.94,OTROS,#7f8879,Juan Antonio Serrano Iglesias,UA-PSC-CP,OTROS,#7f8879,Lista más votada
25244,Vilagrassa,Lleida,605,Junts,72.82,JUNTS,#00c4b2,Josep Maria Mor Nosas,Junts,JUNTS,#00c4b2,Lista más votada
25244,Vilagrassa,Lleida,605,Junts,72.82,JUNTS,#00c4b2,Josep Maria Mor Nosas,Junts,JUNTS,#00c4b2,Lista más votada
25245,Vilaller,Lleida,532,PSOE,59.63,PSOE,#da1f35,Maria Jose Erta Ruiz,PSOE,PSOE,#da1f35,Lista más votada
25247,Vilamòs,Lleida,172,UA-PSC-CP,65.65,OTROS,#7f8879,Oriol Sala Sánchez,UA-PSC-CP,OTROS,#7f8879,Lista más votada
25248,Vilanova de Bellpuig,Lleida,1179,EV,85.01,OTROS,#888075,Maria Dolors Pascual Miquel,EV,OTROS,#888075,Lista más votada
25249,Vilanova de l'Aguda,Lleida,200,ERC,59.84,ERC,#e5ab4b,Carla Mascó Jou,ERC,ERC,#e5ab4b,Lista más votada
25250,Vilanova de Meià,Lleida,413,ERC,61.32,ERC,#e5ab4b,Xavier Terré Boliart,ERC,ERC,#e5ab4b,Lista más votada
25251,Vilanova de Segrià,Lleida,1021,ERC,85.32,ERC,#e5ab4b,Jordi Figuerol Sarmiento,ERC,ERC,#e5ab4b,Lista más votada
25252,Vila-sana,Lleida,767,Junts,59.38,JUNTS,#00c4b2,Jaume Caballé Masó,Junts,JUNTS,#00c4b2,Lista más votada
25252,Vila-sana,Lleida,767,Junts,59.38,JUNTS,#00c4b2,Jaume Caballé Masó,Junts,JUNTS,#00c4b2,Lista más votada
25253,El Vilosell,Lleida,195,Junts,68.94,JUNTS,#00c4b2,Jordi Nogué Estradé,Junts,JUNTS,#00c4b2,Lista más votada
25253,El Vilosell,Lleida,195,Junts,68.94,JUNTS,#00c4b2,Jordi Nogué Estradé,Junts,JUNTS,#00c4b2,Lista más votada
25254,Vilanova de la Barca,Lleida,1110,Junts,56.08,JUNTS,#00c4b2,Albert Solsona Arroniz,Junts,JUNTS,#00c4b2,Lista más votada
25254,Vilanova de la Barca,Lleida,1110,Junts,56.08,JUNTS,#00c4b2,Albert Solsona Arroniz,Junts,JUNTS,#00c4b2,Lista más votada
25255,Vinaixa,Lleida,465,ERC,87.2,ERC,#e5ab4b,Josep Maria Tarragó Clivillé,ERC,ERC,#e5ab4b,Lista más votada
25901,Vall de Cardós,Lleida,386,Amunt,71.14,AMUNT,#887876,Joel Baró Mas,Amunt,AMUNT,#887876,Lista más votada
25902,Sant Martí de Riucorb,Lleida,646,ERC,53.05,ERC,#e5ab4b,Gerard Balcells Huguet,ERC,ERC,#e5ab4b,Lista más votada
25903,La Guingueta d'Àneu,Lleida,298,ERC,62.07,ERC,#e5ab4b,Jordi Pallé Cases,ERC,ERC,#e5ab4b,Lista más votada
25904,Castell de Mur,Lleida,171,ERC,46.15,ERC,#e5ab4b,Miquel López Berga,ERC,ERC,#e5ab4b,Lista más votada
25905,Ribera d'Ondara,Lleida,441,PSOE,45.96,PSOE,#da1f35,NA,NA,NA,NA,NA
25906,Les Valls d'Aguilar,Lleida,274,Junts,64.62,JUNTS,#00c4b2,Rosa Maria Fàbrega Romà,Junts,JUNTS,#00c4b2,Lista más votada
25906,Les Valls d'Aguilar,Lleida,274,Junts,64.62,JUNTS,#00c4b2,Rosa Maria Fàbrega Romà,Junts,JUNTS,#00c4b2,Lista más votada
25907,Torrefeta i Florejacs,Lleida,621,ERC,79.87,ERC,#e5ab4b,Josep Maria Castella Estruch,ERC,ERC,#e5ab4b,Lista más votada
25908,Fígols i Alinyà,Lleida,266,Junts,66.84,JUNTS,#00c4b2,Lluis Riu Cardona,Junts,JUNTS,#00c4b2,Lista más votada
25908,Fígols i Alinyà,Lleida,266,Junts,66.84,JUNTS,#00c4b2,Lluis Riu Cardona,Junts,JUNTS,#00c4b2,Lista más votada
25909,La Vansa i Fórnols,Lleida,166,Junts,59.46,JUNTS,#00c4b2,Josep Xavier Camps Torrens,Junts,JUNTS,#00c4b2,Lista más votada
25909,La Vansa i Fórnols,Lleida,166,Junts,59.46,JUNTS,#00c4b2,Josep Xavier Camps Torrens,Junts,JUNTS,#00c4b2,Lista más votada
25910,Josa i Tuixén,Lleida,105,Junts,77.55,JUNTS,#00c4b2,Marta Poch Massegú,Junts,JUNTS,#00c4b2,Lista más votada
25910,Josa i Tuixén,Lleida,105,Junts,77.55,JUNTS,#00c4b2,Marta Poch Massegú,Junts,JUNTS,#00c4b2,Lista más votada
25911,Els Plans de Sió,Lleida,490,ERC,79.29,ERC,#e5ab4b,Xavier Pintó Serra,ERC,ERC,#e5ab4b,Lista más votada
25912,Gimenells i el Pla de la Font,Lleida,1109,PP,53.08,PP,#009ade,Dante Perez Berenguer,PP,PP,#009ade,Lista más votada
25913,Riu de Cerdanya,Lleida,100,ERC,64.86,ERC,#e5ab4b,NA,NA,NA,NA,NA
26001,Ábalos,La Rioja,260,PSOE,73.51,PSOE,#da1f35,Vicente Urquía Almazán,PSOE,PSOE,#da1f35,Lista más votada
26002,Agoncillo,La Rioja,1175,PP,68.7,PP,#009ade,Encarnacion Fuertes Reboiro,PP,PP,#009ade,Lista más votada
26003,Aguilar del Río Alhama,La Rioja,442,PP,67.5,PP,#009ade,María Asunción Sáez Arnedo,PP,PP,#009ade,Lista más votada
26004,Ajamil de Cameros,La Rioja,68,PP,40,PP,#009ade,Eduardo García Galilea,PP,PP,#009ade,Lista más votada
26005,Albelda de Iregua,La Rioja,3591,PP,44.56,PP,#009ade,Sergio Ochagavía Ansotegui,PSOE,PSOE,#da1f35,Otro
26006,Alberite,La Rioja,2582,PP,53.62,PP,#009ade,Maria Esperanza Garcia Olarte,PP,PP,#009ade,Lista más votada
26007,Alcanadre,La Rioja,647,DM,81.04,OTROS,#787988,Pablo Aranda Ruiz,DM,OTROS,#787988,Lista más votada
26008,Aldeanueva de Ebro,La Rioja,2786,PSOE,52.11,PSOE,#da1f35,Ángel Fernández Calvo,PSOE,PSOE,#da1f35,Lista más votada
26009,Alesanco,La Rioja,481,PP,69.13,PP,#009ade,León Ángel Albelda Prado,PP,PP,#009ade,Lista más votada
26010,Alesón,La Rioja,90,PP,51.52,PP,#009ade,Luis María Melón Fernández,PP,PP,#009ade,Lista más votada
26011,Alfaro,La Rioja,9727,PP,55,PP,#009ade,Maria Yolanda Preciado Moreno,PP,PP,#009ade,Lista más votada
26012,Almarza de Cameros,La Rioja,37,PSOE,55.88,PSOE,#da1f35,Alberto Muro González,PSOE,PSOE,#da1f35,Lista más votada
26013,Anguciana,La Rioja,446,PP,59.07,PP,#009ade,Jorge Loyo Mendoza,PP,PP,#009ade,Lista más votada
26014,Anguiano,La Rioja,524,PSOE,57.01,PSOE,#da1f35,Gemma López Hernáez,PSOE,PSOE,#da1f35,Lista más votada
26015,Arenzana de Abajo,La Rioja,267,PP,79.49,PP,#009ade,Julio Francia Ojeda,PP,PP,#009ade,Lista más votada
26016,Arenzana de Arriba,La Rioja,36,PP,46.15,PP,#009ade,Jesús Armiñanzas Sáenz,PP,PP,#009ade,Lista más votada
26017,Arnedillo,La Rioja,450,PSOE,80.44,PSOE,#da1f35,Pedro Antonio Montalvo Íñigo,PSOE,PSOE,#da1f35,Lista más votada
26018,Arnedo,La Rioja,15017,PSOE,41.46,PSOE,#da1f35,Javier García Ibáñez,PSOE,PSOE,#da1f35,Lista más votada
26019,Arrúbal,La Rioja,568,PSOE,51.91,PSOE,#da1f35,Rubén Sancho Burgos,PSOE,PSOE,#da1f35,Lista más votada
26020,Ausejo,La Rioja,786,PP,56.16,PP,#009ade,Pedro Luis Martínez Calvo,PP,PP,#009ade,Lista más votada
26021,Autol,La Rioja,4788,PP,53.4,PP,#009ade,Catalina Bastida De Miguel,PP,PP,#009ade,Lista más votada
26022,Azofra,La Rioja,209,PP,74.1,PP,#009ade,Aurelio Cantera Montoya,PP,PP,#009ade,Lista más votada
26023,Badarán,La Rioja,500,PSOE,66,PSOE,#da1f35,Francisco Javier Ibáñez Rodríguez,PSOE,PSOE,#da1f35,Lista más votada
26024,Bañares,La Rioja,206,PSOE,56.03,PSOE,#da1f35,Antonio Santiago Ortiz De Landázuri Llamazares,PSOE,PSOE,#da1f35,Lista más votada
26025,Baños de Rioja,La Rioja,82,PSOE,59.68,PSOE,#da1f35,Jesús Ruiz Quintanilla,PSOE,PSOE,#da1f35,Lista más votada
26026,Baños de Río Tobía,La Rioja,1589,PP,52.18,PP,#009ade,Mónica Moreno Campo,PP,PP,#009ade,Lista más votada
26027,Berceo,La Rioja,143,PSOE,61.54,PSOE,#da1f35,José Félix Aransay Azofra,PSOE,PSOE,#da1f35,Lista más votada
26028,Bergasa,La Rioja,160,PP,73.33,PP,#009ade,Luis Argaiz Eguizabal,PP,PP,#009ade,Lista más votada
26029,Bergasillas Bajera,La Rioja,33,PP,38.46,PP,#009ade,Daniel Herce Herce,PP,PP,#009ade,Lista más votada
26030,Bezares,La Rioja,25,PP,61.9,PP,#009ade,Jesús Fernández Nájera,PP,PP,#009ade,Lista más votada
26031,Bobadilla,La Rioja,93,PSOE,50,PSOE,#da1f35,Encarnación Lejárraga Lacalle,PSOE,PSOE,#da1f35,Lista más votada
26032,Brieva de Cameros,La Rioja,46,PSOE,63.64,PSOE,#da1f35,Pedro Somalo Gracia,PSOE,PSOE,#da1f35,Lista más votada
26033,Briñas,La Rioja,190,PSOE,49.28,PSOE,#da1f35,Gonzalo De Ayala Trujillo,PSOE,PSOE,#da1f35,Lista más votada
26034,Briones,La Rioja,722,PSOE,54.71,PSOE,#da1f35,Gerardo Antonio Cueto Mendoza,PSOE,PSOE,#da1f35,Lista más votada
26035,Cabezón de Cameros,La Rioja,19,PP,55,PP,#009ade,Rodrigo Alba Martínez,PP,PP,#009ade,Lista más votada
26036,Calahorra,La Rioja,24654,PP,45.37,PP,#009ade,Mónica Mercedes Arceiz Martínez,PP,PP,#009ade,Lista más votada
26037,Camprovín,La Rioja,171,EMPATE,39.83,OTROS,#82757f,Roberto Hernaez Maria,PP,PP,#009ade,Otro
26038,Canales de la Sierra,La Rioja,83,PSOE,77.42,PSOE,#da1f35,José Luis Vicario Benito De Valle,PSOE,PSOE,#da1f35,Lista más votada
26039,Canillas de Río Tuerto,La Rioja,40,PP,50,PP,#009ade,Juan José Torrecilla Ibáñez,PP,PP,#009ade,Lista más votada
26040,Cañas,La Rioja,89,PP,51.22,PP,#009ade,Roberto De Corta Sáenz,PP,PP,#009ade,Lista más votada
26041,Cárdenas,La Rioja,128,PP,54,PP,#009ade,Maria Cristina Navaridas Garcia,PP,PP,#009ade,Lista más votada
26042,Casalarreina,La Rioja,1074,PSOE,85.45,PSOE,#da1f35,Félix Caperos Elosúa,PSOE,PSOE,#da1f35,Lista más votada
26043,Castañares de Rioja,La Rioja,395,PSOE,83.27,PSOE,#da1f35,María Teresa Bañares Ortún,PSOE,PSOE,#da1f35,Lista más votada
26044,Castroviejo,La Rioja,48,PSOE,43.1,PSOE,#da1f35,José Domingo Ceniceros Lacalle,PSOE,PSOE,#da1f35,Lista más votada
26045,Cellorigo,La Rioja,9,PSOE,80,PSOE,#da1f35,José Salvador López De Silanes Fernández De Valderrama,PSOE,PSOE,#da1f35,Lista más votada
26046,Cenicero,La Rioja,2073,PP,44.74,PP,#009ade,Eduardo Del Campo Solar,PP,PP,#009ade,Lista más votada
26047,Cervera del Río Alhama,La Rioja,2273,PP,40.09,PP,#009ade,Alvaro Forcada Perez,PP,PP,#009ade,Lista más votada
26048,Cidamón,La Rioja,23,PP,63.16,PP,#009ade,Joaquín Yusta De La Calle,PP,PP,#009ade,Lista más votada
26049,Cihuri,La Rioja,186,PP,65.44,PP,#009ade,Neftalí Isasi Gómez,PP,PP,#009ade,Lista más votada
26050,Cirueña,La Rioja,194,PP,39.22,PP,#009ade,Jorge Vergara Pardo,PP,PP,#009ade,Lista más votada
26051,Clavijo,La Rioja,300,PP,82.07,PP,#009ade,Pedro Muro Martinez,PP,PP,#009ade,Lista más votada
26052,Cordovín,La Rioja,153,PP,65.79,PP,#009ade,Alfonso Alonso Martínez,PP,PP,#009ade,Lista más votada
26053,Corera,La Rioja,286,EMPATE,40.32,OTROS,#82757f,Jesus Javier Marzo Lopez,PSOE,PSOE,#da1f35,Otro
26054,Cornago,La Rioja,310,AIC,48.44,OTROS,#82757f,Eugenio Cano Hernandez,AIC,OTROS,#82757f,Lista más votada
26055,Corporales,La Rioja,36,PP,77.42,PP,#009ade,José Miguel Jorge Sagredo,PP,PP,#009ade,Lista más votada
26056,Cuzcurrita de Río Tirón,La Rioja,526,PP,64.03,PP,#009ade,Román Urrecho Junquera,PP,PP,#009ade,Lista más votada
26057,Daroca de Rioja,La Rioja,56,PP,70,PP,#009ade,Luis Armando Rodríguez Echapresto,PP,PP,#009ade,Lista más votada
26058,Enciso,La Rioja,172,PSOE,40.44,PSOE,#da1f35,Jose Manuel Valle Melon,PSOE,PSOE,#da1f35,Lista más votada
26059,Entrena,La Rioja,1632,PP,56.47,PP,#009ade,Jose Jalon Sotes,PP,PP,#009ade,Lista más votada
26060,Estollo,La Rioja,82,PP,71.19,PP,#009ade,Ángel José Lerena Viniegra,PP,PP,#009ade,Lista más votada
26061,Ezcaray,La Rioja,2055,PP,48.59,PP,#009ade,Diego Antonio Bengoa De La Cruz,PP,PP,#009ade,Lista más votada
26062,Foncea,La Rioja,93,PP,58.33,PP,#009ade,Pedro Luis Orive Arnáiz,PP,PP,#009ade,Lista más votada
26063,Fonzaleche,La Rioja,138,PP,53.33,PP,#009ade,Juan Carlos Nájera Jiménez,PP,PP,#009ade,Lista más votada
26064,Fuenmayor,La Rioja,3227,PP,48.59,PP,#009ade,Alberto Peso Hernaiz,PP,PP,#009ade,Lista más votada
26065,Galbárruli,La Rioja,75,PSOE,57.53,PSOE,#da1f35,Sonia Pérez González,PSOE,PSOE,#da1f35,Lista más votada
26066,Galilea,La Rioja,387,PP,67.39,PP,#009ade,María Nuria López Oliván,PP,PP,#009ade,Lista más votada
26067,Gallinero de Cameros,La Rioja,17,PSOE,78.57,PSOE,#da1f35,Federico Martínez Torres,PSOE,PSOE,#da1f35,Lista más votada
26068,Gimileo,La Rioja,109,PP,61.29,PP,#009ade,Juan Jose Angulo San Martin,PP,PP,#009ade,Lista más votada
26069,Grañón,La Rioja,250,JXG,54.94,OTROS,#7e877d,César Sáez De Quejana Villar,JXG,OTROS,#7e877d,Lista más votada
26070,Grávalos,La Rioja,178,PSOE,64.46,PSOE,#da1f35,Emiliano Muñoz Galán,PSOE,PSOE,#da1f35,Lista más votada
26071,Haro,La Rioja,11634,PP,35.04,PP,#009ade,Guadalupe Fernández Prado,PP,PP,#009ade,Lista más votada
26072,Herce,La Rioja,321,PSOE,49.81,PSOE,#da1f35,Jesús Ibáñez Martínez Aldama,PSOE,PSOE,#da1f35,Lista más votada
26073,Herramélluri,La Rioja,104,PP,64.38,PP,#009ade,Emilio Gómez Corcuera,PP,PP,#009ade,Lista más votada
26074,Hervías,La Rioja,127,PP,47.42,PP,#009ade,María Elena Concepción Martínez Aguirre,PP,PP,#009ade,Lista más votada
26075,Hormilla,La Rioja,443,PLRI,47.37,OTROS,#757a88,Ruth María Martinez Alvarez,PLRI,OTROS,#757a88,Lista más votada
26076,Hormilleja,La Rioja,132,PP,56.63,PP,#009ade,Julian Ayala De La Canal,PP,PP,#009ade,Lista más votada
26077,Hornillos de Cameros,La Rioja,23,PP,64.29,PP,#009ade,Pablo Angel Fernandez Saenz,PP,PP,#009ade,Lista más votada
26078,Hornos de Moncalvillo,La Rioja,95,PSOE,70.18,PSOE,#da1f35,Antonio Mayoral Cerrolaza,PSOE,PSOE,#da1f35,Lista más votada
26079,Huércanos,La Rioja,860,PP,64.02,PP,#009ade,Roberto Varona Alonso,PP,PP,#009ade,Lista más votada
26080,Igea,La Rioja,639,PP,49.63,PP,#009ade,Sergio Álvarez Martínez,PP,PP,#009ade,Lista más votada
26081,Jalón de Cameros,La Rioja,22,C. Indep. Jalón de Cameros,52.63,OTROS,#888575,Raquel Sáenz Blanco,C. Indep. Jalón de Cameros,OTROS,#888575,Lista más votada
26082,Laguna de Cameros,La Rioja,109,PLRI,62.63,OTROS,#757a88,Francisco Javier Ruiz-Clavijo Calonge,PLRI,OTROS,#757a88,Lista más votada
26083,Lagunilla del Jubera,La Rioja,334,PP,60.56,PP,#009ade,Carlos Yécora Roca,PP,PP,#009ade,Lista más votada
26084,Lardero,La Rioja,11094,PP,46.23,PP,#009ade,Isabel Barceló Martínez,PP,PP,#009ade,Lista más votada
26086,Ledesma de la Cogolla,La Rioja,16,PP,57.14,PP,#009ade,Ernesto Hernáez Herreros,PP,PP,#009ade,Lista más votada
26087,Leiva,La Rioja,238,PP,53.74,PP,#009ade,Jose Luis Gonzalez De Uriarte Gonzalez,PP,PP,#009ade,Lista más votada
26088,Leza de Río Leza,La Rioja,40,PP,51.61,PP,#009ade,Juan Carlos Duarte Díez,PP,PP,#009ade,Lista más votada
26089,Logroño,La Rioja,150020,PP,43.73,PP,#009ade,Conrado Escobar Las Heras,PP,PP,#009ade,Lista más votada
26091,Lumbreras,La Rioja,144,PP,62.2,PP,#009ade,Javier López Martínez,PP,PP,#009ade,Lista más votada
26092,Manjarrés,La Rioja,110,PP,50,PP,#009ade,Pilar Martinez Villar,PP,PP,#009ade,Lista más votada
26093,Mansilla de la Sierra,La Rioja,52,PSOE,72.34,PSOE,#da1f35,José Manuel Ballesteros Pablo,PSOE,PSOE,#da1f35,Lista más votada
26094,Manzanares de Rioja,La Rioja,58,PSOE,40.82,PSOE,#da1f35,Anastasio Jesús Martínez Metola,PP,PP,#009ade,Otro
26095,Matute,La Rioja,93,PSOE,68.92,PSOE,#da1f35,Jacinto Clemente Lozano,PSOE,PSOE,#da1f35,Lista más votada
26096,Medrano,La Rioja,339,PP,53.22,PP,#009ade,Jesús Manuel Pérez Montenegro,PP,PP,#009ade,Lista más votada
26098,Munilla,La Rioja,109,PP,40.79,PP,#009ade,Claudio García Lasota,PP,PP,#009ade,Lista más votada
26099,Murillo de Río Leza,La Rioja,1609,PSOE,56.99,PSOE,#da1f35,Sergio Chicote Beltrán,PSOE,PSOE,#da1f35,Lista más votada
26100,Muro de Aguas,La Rioja,63,PP,27.45,PP,#009ade,Jaime Jimenez Jimenez,PP,PP,#009ade,Lista más votada
26101,Muro en Cameros,La Rioja,35,PP,40.62,PP,#009ade,Miguel Ángel Terroba Moreno,PP,PP,#009ade,Lista más votada
26102,Nájera,La Rioja,8069,PP,40.13,PP,#009ade,Jorge Salaverri Galarreta,PP,PP,#009ade,Lista más votada
26103,Nalda,La Rioja,1210,PP,67.24,PP,#009ade,Daniel Osés Ramírez,PP,PP,#009ade,Lista más votada
26104,Navajún,La Rioja,9,PSOE,62.5,PSOE,#da1f35,Eloy Ruiz Miguel,PSOE,PSOE,#da1f35,Lista más votada
26105,Navarrete,La Rioja,3016,PP,50.76,PP,#009ade,José María Pastor Olarte,PP,PP,#009ade,Lista más votada
26106,Nestares,La Rioja,87,PP,48.72,PP,#009ade,Francisco Javier Hurtado Justo,PP,PP,#009ade,Lista más votada
26107,Nieva de Cameros,La Rioja,86,PR+E,40.79,OTROS,#4cb181,María Inmaculada Saenz Gonzalez,PR+E,OTROS,#4cb181,Lista más votada
26108,Ocón,La Rioja,315,Juntos por Ocon,50.74,OTROS,#7f8879,María Inmaculada Ortega Martínez,Juntos por Ocon,OTROS,#7f8879,Lista más votada
26109,Ochánduri,La Rioja,79,PP,60,PP,#009ade,Pascual Ugarte Marron,PP,PP,#009ade,Lista más votada
26110,Ojacastro,La Rioja,187,PSOE,46.88,PSOE,#da1f35,Luis Martinez Marin,PSOE,PSOE,#da1f35,Lista más votada
