cod_ine,municipio,provincia,poblacion,partido_ganador,por_votos,color_ganador,color_code_ganador,alcalde,partido_alcalde,color_alcalde,color_code_alcalde,gobierna
49139,Otero de Bodas,Zamora,149,PP,62.76,PP,#009ade,Adrian Quirogas Blanco,PP,PP,#009ade,Lista más votada
49141,Pajares de la Lampreana,Zamora,287,PP,59.91,PP,#009ade,Maria Carmen Rodriguez Beneitez,PP,PP,#009ade,Lista más votada
49142,Palacios del Pan,Zamora,252,JUPAL,73.63,OTROS,#888375,Lidia De Los Angeles Pechero Lozano,JUPAL,OTROS,#888375,Lista más votada
49143,Palacios de Sanabria,Zamora,246,PP,55.8,PP,#009ade,Jose Benedicto Ledesma Perez,PP,PP,#009ade,Lista más votada
49145,Pedralba de la Pradería,Zamora,212,PP,51.06,PP,#009ade,Francisco Guerra Gomez,PP,PP,#009ade,Lista más votada
49146,El Pego,Zamora,290,PP,76.96,PP,#009ade,Eduardo Aparicio Valle,PP,PP,#009ade,Lista más votada
49147,Peleagonzalo,Zamora,270,PP,74.33,PP,#009ade,Francisco Mario Calvo Dominguez,PP,PP,#009ade,Lista más votada
49148,Peleas de Abajo,Zamora,252,PP,67.74,PP,#009ade,Felix Roncero Garrote,PP,PP,#009ade,Lista más votada
49149,Peñausende,Zamora,361,PP,63.67,PP,#009ade,Manuel Alfonso Rivera Sastre,PP,PP,#009ade,Lista más votada
49150,Peque,Zamora,130,PP,55.32,PP,#009ade,Teresa Maria Garrao Alonso,PP,PP,#009ade,Lista más votada
49151,El Perdigón,Zamora,639,PSOE,69.27,PSOE,#da1f35,Angel Calleja Gomez,PSOE,PSOE,#da1f35,Lista más votada
49152,Pereruela,Zamora,521,PSOE,29.63,PSOE,#da1f35,NA,NA,NA,NA,NA
49153,Perilla de Castro,Zamora,164,PP,58.54,PP,#009ade,Jose Gonzalo Velasco Mielgo,PP,PP,#009ade,Lista más votada
49154,Pías,Zamora,109,Ahora Decide,56.94,OTROS,#818778,Otilia Anunciación Castaño Álvarez,Ahora Decide,OTROS,#818778,Lista más votada
49155,Piedrahita de Castro,Zamora,106,ZSI,84.81,OTROS,#868576,Francisco Salvador Santiago,ZSI,OTROS,#868576,Lista más votada
49156,Pinilla de Toro,Zamora,200,PP,48.17,PP,#009ade,Maria Del Carmen Castro Fontan,PP,PP,#009ade,Lista más votada
49157,Pino del Oro,Zamora,180,PP,51.43,PP,#009ade,Jesus Angel Anton Rodriguez,PP,PP,#009ade,Lista más votada
49158,El Piñero,Zamora,220,PP,53.16,PP,#009ade,Tamara Campo Herrera,PP,PP,#009ade,Lista más votada
49159,Pobladura del Valle,Zamora,288,PP,76.5,PP,#009ade,Angel Vicente Santiago Del Rio,PP,PP,#009ade,Lista más votada
49160,Pobladura de Valderaduey,Zamora,37,PP,56.67,PP,#009ade,Maria Rita Feo Sastre,PP,PP,#009ade,Lista más votada
49162,Porto,Zamora,160,PSOE,52,PSOE,#da1f35,Francisco Blanco Corrales,PSOE,PSOE,#da1f35,Lista más votada
49163,Pozoantiguo,Zamora,187,PP,68.85,PP,#009ade,Ignacio Vicente Nodrid,PP,PP,#009ade,Lista más votada
49164,Pozuelo de Tábara,Zamora,154,PSOE,76.42,PSOE,#da1f35,Jesus Angel Tomas Pino,PSOE,PSOE,#da1f35,Lista más votada
49165,Prado,Zamora,47,AE Prado,58.14,OTROS,#82757f,Ana Maria Vidal Garcia,AE Prado,OTROS,#82757f,Lista más votada
49166,Puebla de Sanabria,Zamora,1357,PSOE,35.22,PSOE,#da1f35,NA,NA,NA,NA,NA
49167,Pueblica de Valverde,Zamora,182,PP,36.11,PP,#009ade,Juan Jose Guerra Garcia,PP,PP,#009ade,Lista más votada
49168,Quintanilla del Monte,Zamora,104,PP,70,PP,#009ade,Miguel Barrero Toral,PP,PP,#009ade,Lista más votada
49169,Quintanilla del Olmo,Zamora,44,PP,62.96,PP,#009ade,Vicente Pelaez Perez,PP,PP,#009ade,Lista más votada
49170,Quintanilla de Urz,Zamora,109,PP,68.18,PP,#009ade,Ricardo Carreras Sanchez,PP,PP,#009ade,Lista más votada
49171,Quiruelas de Vidriales,Zamora,647,Ahora Decide,44.85,OTROS,#818778,NA,NA,NA,NA,NA
49172,Rabanales,Zamora,502,PP,52.96,PP,#009ade,Santiago Moral Matellan,PP,PP,#009ade,Lista más votada
49173,Rábano de Aliste,Zamora,328,PP,61.68,PP,#009ade,Francisco Boyano Rodriguez,PP,PP,#009ade,Lista más votada
49174,Requejo,Zamora,130,PP,62.07,PP,#009ade,Santiago Cerviño Silvan,PP,PP,#009ade,Lista más votada
49175,Revellinos,Zamora,252,PP,70.45,PP,#009ade,Eutimia Fenandez Rodriguez,PP,PP,#009ade,Lista más votada
49176,Riofrío de Aliste,Zamora,632,PP,79.21,PP,#009ade,German Matellan Fernandez,PP,PP,#009ade,Lista más votada
49177,Rionegro del Puente,Zamora,244,PSOE,55.75,PSOE,#da1f35,Jose Antonio Colino De La Cuesta,PSOE,PSOE,#da1f35,Lista más votada
49178,Roales,Zamora,1001,Vox,51.51,VOX,#69a93b,David Garcia Montes,Vox,VOX,#69a93b,Lista más votada
49179,Robleda-Cervantes,Zamora,395,PP,70.72,PP,#009ade,Francisco Rodriguez Oterino,PP,PP,#009ade,Lista más votada
49180,Roelos de Sayago,Zamora,138,PP,68.63,PP,#009ade,German Vicente Marino Moreno,PP,PP,#009ade,Lista más votada
49181,Rosinos de la Requejada,Zamora,322,PP,65.25,PP,#009ade,Emilio Lorenzo Fernandez,PP,PP,#009ade,Lista más votada
49183,Salce,Zamora,89,PP,50,PP,#009ade,Jose Antonio Esteban Peñas,PP,PP,#009ade,Lista más votada
49184,Samir de los Caños,Zamora,163,PP,43.8,PP,#009ade,Domingo Miguel Perez,PP,PP,#009ade,Lista más votada
49185,San Agustín del Pozo,Zamora,175,PP,58.1,PP,#009ade,Julio Cesar Gonzalez Huerga,PP,PP,#009ade,Lista más votada
49186,San Cebrián de Castro,Zamora,253,PP,74.51,PP,#009ade,Fracisco Javier Aguado Hernandez,PP,PP,#009ade,Lista más votada
49187,San Cristóbal de Entreviñas,Zamora,1375,PSOE,60.24,PSOE,#da1f35,Maria Leonor Gonzalez Cadenas,PSOE,PSOE,#da1f35,Lista más votada
49188,San Esteban del Molar,Zamora,108,PP,83.33,PP,#009ade,Victor Prieto Leon,PP,PP,#009ade,Lista más votada
49189,San Justo,Zamora,197,PP,47.26,PP,#009ade,Monserrat Sastre Rionegro,PP,PP,#009ade,Lista más votada
49190,San Martín de Valderaduey,Zamora,57,PP,41.67,PP,#009ade,Jose Julio Herrero Del Campo,PP,PP,#009ade,Lista más votada
49191,San Miguel de la Ribera,Zamora,275,PSOE,73.1,PSOE,#da1f35,Raquel Pascual Blanco,PSOE,PSOE,#da1f35,Lista más votada
49192,San Miguel del Valle,Zamora,119,AIE GI San Miguel del Valle,63.33,OTROS,#82757f,Maria Angela Moran Astorga,AIE GI San Miguel del Valle,OTROS,#82757f,Lista más votada
49193,San Pedro de Ceque,Zamora,439,PP,49.83,PP,#009ade,Jesus Fuentes Antón,PP,PP,#009ade,Lista más votada
49194,San Pedro de la Nave-Almendra,Zamora,336,PSOE,88.35,PSOE,#da1f35,Braulio Prieto Macias,PSOE,PSOE,#da1f35,Lista más votada
49197,Santa Clara de Avedillo,Zamora,163,PP,68.57,PP,#009ade,Ricardo Tome Garcia,PP,PP,#009ade,Lista más votada
49199,Santa Colomba de las Monjas,Zamora,246,PSOE,49.36,PSOE,#da1f35,Alejandro Nieto Ubierna,PP,PP,#009ade,Otro
49200,Santa Cristina de la Polvorosa,Zamora,1066,PSOE,58.43,PSOE,#da1f35,Salvador Dominguez Lorenzo,PSOE,PSOE,#da1f35,Lista más votada
49201,Santa Croya de Tera,Zamora,291,ZSI,58.64,OTROS,#868576,Óscar García Fernández,ZSI,OTROS,#868576,Lista más votada
49202,Santa Eufemia del Barco,Zamora,174,PSOE,52.63,PSOE,#da1f35,Raul Crespo Barrigon,PSOE,PSOE,#da1f35,Lista más votada
49203,Santa María de la Vega,Zamora,286,PP,78.31,PP,#009ade,Maria Jose Fuente Blanco,PP,PP,#009ade,Lista más votada
49204,Santa María de Valverde,Zamora,58,PP,51.52,PP,#009ade,Calixto Blanco Gonzalez,PP,PP,#009ade,Lista más votada
49205,Santibáñez de Tera,Zamora,360,PP,62.4,PP,#009ade,Santiago Fernandez Llamas,PP,PP,#009ade,Lista más votada
49206,Santibáñez de Vidriales,Zamora,889,PP,47.45,PP,#009ade,NA,NA,NA,NA,NA
49207,Santovenia,Zamora,231,PP,62.43,PP,#009ade,Juan Ignacio Ramos Gomez Sandoval,PP,PP,#009ade,Lista más votada
49208,San Vicente de la Cabeza,Zamora,336,PP,60.08,PP,#009ade,Fernando Gonzalez Rodriguez,PP,PP,#009ade,Lista más votada
49209,San Vitero,Zamora,449,ZSI,61.32,OTROS,#868576,Laura Vanesa Mezquita Mezquita,ZSI,OTROS,#868576,Lista más votada
49210,Sanzoles,Zamora,467,PSOE,49,PSOE,#da1f35,Celia Garcia Barrios,PSOE,PSOE,#da1f35,Lista más votada
49214,Tábara,Zamora,743,PSOE,54.98,PSOE,#da1f35,Antonio Juarez Nuñez,PSOE,PSOE,#da1f35,Lista más votada
49216,Tapioles,Zamora,137,PSOE,60.78,PSOE,#da1f35,Jose Garcia Badallo,PSOE,PSOE,#da1f35,Lista más votada
49219,Toro,Zamora,8448,PP,31.73,PP,#009ade,NA,NA,NA,NA,NA
49220,La Torre del Valle,Zamora,137,PP,56.82,PP,#009ade,Alicia Nefzi Porcel,PSOE,PSOE,#da1f35,Otro
49221,Torregamones,Zamora,240,PP,37.59,PP,#009ade,Antonio Luengo Crespo,PP,PP,#009ade,Lista más votada
49222,Torres del Carrizal,Zamora,415,IU,44.7,IU,#930011,NA,NA,NA,NA,NA
49223,Trabazos,Zamora,855,PP,81.24,PP,#009ade,Javier Faundez Dominguez,PP,PP,#009ade,Lista más votada
49224,Trefacio,Zamora,185,PP,63.87,PP,#009ade,Manuel Lorenzo Rodriguez Torres,PP,PP,#009ade,Lista más votada
49225,Uña de Quintana,Zamora,132,PP,59.52,PP,#009ade,Beatriz Calabozo Fernandez,PP,PP,#009ade,Lista más votada
49226,Vadillo de la Guareña,Zamora,251,PP,73.8,PP,#009ade,Angel Garcia Gordo,PP,PP,#009ade,Lista más votada
49227,Valcabado,Zamora,391,PP,65.35,PP,#009ade,Valeriano Rodriguez Nieto,PP,PP,#009ade,Lista más votada
49228,Valdefinjas,Zamora,61,PP,44.12,PP,#009ade,Ruben Sanchez Bergantiños,PP,PP,#009ade,Lista más votada
49229,Valdescorriel,Zamora,130,EMPATE,46.94,OTROS,#82757f,Javier Blanco Vega,PSOE,PSOE,#da1f35,Otro
49230,Vallesa de la Guareña,Zamora,69,PP,56.9,PP,#009ade,Azucena Hernandez Nieto,PP,PP,#009ade,Lista más votada
49231,Vega de Tera,Zamora,311,PP,47,PP,#009ade,Tamara Isabel Fuentes Llamas,PP,PP,#009ade,Lista más votada
49232,Vega de Villalobos,Zamora,85,PP,40.91,PP,#009ade,Francisco De Caso Fernandez,PP,PP,#009ade,Lista más votada
49233,Vegalatrave,Zamora,81,PP,63.04,PP,#009ade,Benajamin Rey Rodriguez,PP,PP,#009ade,Lista más votada
49234,Venialbo,Zamora,415,PP,55.75,PP,#009ade,Jesus Vara Colino,PP,PP,#009ade,Lista más votada
49235,Vezdemarbán,Zamora,444,PP,63.37,PP,#009ade,Pedro Gonzalez De Casas,PP,PP,#009ade,Lista más votada
49236,Vidayanes,Zamora,82,PP,53.85,PP,#009ade,Aljandra Abdo Quesada,PP,PP,#009ade,Lista más votada
49237,Videmala,Zamora,142,PP,57.14,PP,#009ade,Francisco Jose Rodrigo Vaquero,PP,PP,#009ade,Lista más votada
49238,Villabrázaro,Zamora,239,PP,38.36,PP,#009ade,Dorsey Garcia Aparicio,PP,PP,#009ade,Lista más votada
49239,Villabuena del Puente,Zamora,599,PSOE,62.67,PSOE,#da1f35,Constantino De La Iglesia Hernandez,PSOE,PSOE,#da1f35,Lista más votada
49240,Villadepera,Zamora,183,PP,53.38,PP,#009ade,Jose Ignacio Isidro Isidro,PP,PP,#009ade,Lista más votada
49241,Villaescusa,Zamora,235,PP,63.78,PP,#009ade,Constantino Fernandez Carral (Tanti),PRC,PRC,#b4c026,Otro
49242,Villafáfila,Zamora,458,PP,44.93,PP,#009ade,NA,NA,NA,NA,NA
49243,Villaferrueña,Zamora,107,PP,65.52,PP,#009ade,Gregorio Martinez Fernandez,PP,PP,#009ade,Lista más votada
49244,Villageriz,Zamora,45,EMPATE,31.58,OTROS,#82757f,María De La Cruz Méndez García,PP,PP,#009ade,Otro
49245,Villalazán,Zamora,254,PP,83.26,PP,#009ade,Juan Del Canto Sevillano,PP,PP,#009ade,Lista más votada
49246,Villalba de la Lampreana,Zamora,229,PP,52.7,PP,#009ade,Jose Angel Turiño Miguel,PP,PP,#009ade,Lista más votada
49247,Villalcampo,Zamora,400,PP,56.68,PP,#009ade,Miguel Angel Miguel Martin,PP,PP,#009ade,Lista más votada
49248,Villalobos,Zamora,224,PP,63.16,PP,#009ade,Julian Alonso Rubio,PP,PP,#009ade,Lista más votada
49249,Villalonso,Zamora,70,PP,81.25,PP,#009ade,Luis Antonio Rodriguez Matilla,PP,PP,#009ade,Lista más votada
49250,Villalpando,Zamora,1436,PP,49.05,PP,#009ade,Jose Emiliano De La Puente Mazariegos,PP,PP,#009ade,Lista más votada
49251,Villalube,Zamora,158,PP,63.48,PP,#009ade,Jorge Sanchez Manso,PP,PP,#009ade,Lista más votada
49252,Villamayor de Campos,Zamora,321,PSOE,48.45,PSOE,#da1f35,Valentin Rodriguez Gonzalez,PSOE,PSOE,#da1f35,Lista más votada
49255,Villamor de los Escuderos,Zamora,382,PP,81.63,PP,#009ade,Maribel Escribano Hernandez,PP,PP,#009ade,Lista más votada
49256,Villanázar,Zamora,274,PP,75.74,PP,#009ade,Emilio Fernandez Martinez,PP,PP,#009ade,Lista más votada
49257,Villanueva de Azoague,Zamora,356,PP,55.1,PP,#009ade,Jose Antonio Martinez Gallego,PP,PP,#009ade,Lista más votada
49258,Villanueva de Campeán,Zamora,119,PP,81.4,PP,#009ade,Raquel Adela Hernandez Borrego,PP,PP,#009ade,Lista más votada
49259,Villanueva de las Peras,Zamora,86,Vox,55.93,VOX,#69a93b,Vasco Luis Afonso,Vox,VOX,#69a93b,Lista más votada
49260,Villanueva del Campo,Zamora,787,Ahora Decide,47.51,OTROS,#818778,Felipe Avelino Blanco Palmero,Ahora Decide,OTROS,#818778,Lista más votada
49261,Villaralbo,Zamora,1763,PP,47.41,PP,#009ade,Santiago Lorenzo Pelaez,PP,PP,#009ade,Lista más votada
49262,Villardeciervos,Zamora,400,PP,38.38,PP,#009ade,NA,NA,NA,NA,NA
49263,Villar de Fallaves,Zamora,46,PP,57.5,PP,#009ade,Jose Manuel Perez Esteban,PP,PP,#009ade,Lista más votada
49264,Villar del Buey,Zamora,529,PP,61.56,PP,#009ade,Jose Maria Nieto Vaquero,PP,PP,#009ade,Lista más votada
49265,Villardiegua de la Ribera,Zamora,114,PP,71.95,PP,#009ade,Manuel Antonio Alfonso Alfonso,PP,PP,#009ade,Lista más votada
49266,Villárdiga,Zamora,73,PP,51.16,PP,#009ade,Manuel Julio Ruiz Alonso,PP,PP,#009ade,Lista más votada
49267,Villardondiego,Zamora,125,PP,65.28,PP,#009ade,Sergio Del Teso Perez,PP,PP,#009ade,Lista más votada
49268,Villarrín de Campos,Zamora,392,PP,74.66,PP,#009ade,Ainhoa Aranguren Eloy,PP,PP,#009ade,Lista más votada
49269,Villaseco del Pan,Zamora,222,PP,69.35,PP,#009ade,Felipe Cuesta Gonzalez,PP,PP,#009ade,Lista más votada
49270,Villavendimio,Zamora,152,ZSI,74.51,OTROS,#868576,Pedro Martin Temprano,ZSI,OTROS,#868576,Lista más votada
49271,Villaveza del Agua,Zamora,174,PP,52.99,PP,#009ade,Eugenio Fernando Donado Fernandez,PP,PP,#009ade,Lista más votada
49272,Villaveza de Valverde,Zamora,70,PP,46.03,PP,#009ade,Fernando Rabano Delgado,PP,PP,#009ade,Lista más votada
49273,Viñas,Zamora,160,PP,67.29,PP,#009ade,Bernardo Casado Fernandez,PP,PP,#009ade,Lista más votada
49275,Zamora,Zamora,59475,IU,37.54,IU,#930011,NA,NA,NA,NA,NA
50001,Abanto,Zaragoza,89,PP,59.32,PP,#009ade,María Ángeles Sebastián Peiró,PP,PP,#009ade,Lista más votada
50002,Acered,Zaragoza,138,PP,60,PP,#009ade,Conrado Sicilia Garcia,PP,PP,#009ade,Lista más votada
50003,Agón,Zaragoza,139,PSOE,60.98,PSOE,#da1f35,Francisco Gimenez Lahuerta,PSOE,PSOE,#da1f35,Lista más votada
50004,Aguarón,Zaragoza,610,PSOE,46.85,PSOE,#da1f35,Lucio Cucalon Bernal,PSOE,PSOE,#da1f35,Lista más votada
50005,Aguilón,Zaragoza,244,Aragón Existe,48.31,EXISTE,#037252,David Dionis Oliván,Aragón Existe,EXISTE,#037252,Lista más votada
50006,Ainzón,Zaragoza,1066,AV,51.98,OTROS,#774757,Paula Cruz Aranda,AV,OTROS,#774757,Lista más votada
50007,Aladrén,Zaragoza,59,PSOE,89.58,PSOE,#da1f35,Rosa Ana Moreno Murillo,PSOE,PSOE,#da1f35,Lista más votada
50008,Alagón,Zaragoza,7178,PSOE,33.2,PSOE,#da1f35,Jesus Gustran Villa,NA,OTROS,#757a88,Otro
50009,Alarba,Zaragoza,104,PP,60.56,PP,#009ade,Gonzalo Guerrero Piqueras,PP,PP,#009ade,Lista más votada
50010,Alberite de San Juan,Zaragoza,78,PP,56.45,PP,#009ade,Manuel Alcega Dominguez,PP,PP,#009ade,Lista más votada
50011,Albeta,Zaragoza,144,PSOE,42.86,PSOE,#da1f35,Pedro Joaquin Morales Espligares,PSOE,PSOE,#da1f35,Lista más votada
50012,Alborge,Zaragoza,111,CHA,60.29,CHA,#680011,María Lucía Insa Catalán,CHA,CHA,#680011,Lista más votada
50013,Alcalá de Ebro,Zaragoza,239,PSOE,55.23,PSOE,#da1f35,Jose Miguel Achon Lozano,PSOE,PSOE,#da1f35,Lista más votada
50014,Alcalá de Moncayo,Zaragoza,157,PP,38.39,PP,#009ade,Jesus Melero Ledesma,Aragón Existe,EXISTE,#037252,Otro
50015,Alconchel de Ariza,Zaragoza,80,PSOE,65.38,PSOE,#da1f35,Juan Carlos Saez Bendicho,PSOE,PSOE,#da1f35,Lista más votada
50016,Aldehuela de Liestos,Zaragoza,52,PP,90,PP,#009ade,Arcadio Muñoz Muñoz,PP,PP,#009ade,Lista más votada
50017,Alfajarín,Zaragoza,2434,PSOE,28.46,PSOE,#da1f35,Jose Tomas Pueyo Continente,PP,PP,#009ade,Otro
50018,Alfamén,Zaragoza,1477,PSOE,61.72,PSOE,#da1f35,Juan José Redondo Aínsa,PSOE,PSOE,#da1f35,Lista más votada
50019,Alforque,Zaragoza,64,PP,48.21,PP,#009ade,Alberto García Giménez,PP,PP,#009ade,Lista más votada
50020,Alhama de Aragón,Zaragoza,964,PP,37.42,PP,#009ade,Jesus Lozano Castejon,PP,PP,#009ade,Lista más votada
50021,Almochuel,Zaragoza,22,Por Almochuel,76.47,OTROS,#757f88,Angel Gascon Moliner,Por Almochuel,OTROS,#757f88,Lista más votada
50022,La Almolda,Zaragoza,549,PSOE,64.01,PSOE,#da1f35,Montserrat Ordovás Calvera,PSOE,PSOE,#da1f35,Lista más votada
50023,Almonacid de la Cuba,Zaragoza,234,PP,55.15,PP,#009ade,Jose Enrique Martinez Marco,PP,PP,#009ade,Lista más votada
50024,Almonacid de la Sierra,Zaragoza,756,PSOE,83.75,PSOE,#da1f35,Francisco Compes Martínez,PSOE,PSOE,#da1f35,Lista más votada
50025,La Almunia de Doña Godina,Zaragoza,7943,PP,42.47,PP,#009ade,Angel Noe Latorre Casao,PP,PP,#009ade,Lista más votada
50026,Alpartir,Zaragoza,602,PSOE,68.4,PSOE,#da1f35,Felix Angel Navarro Serrano,PSOE,PSOE,#da1f35,Lista más votada
50027,Ambel,Zaragoza,253,Ambel Es+,66.48,OTROS,#7a7788,Maria Paula Trivez Herranz,Ambel Es+,OTROS,#7a7788,Lista más votada
50028,Anento,Zaragoza,101,CHA,45.78,CHA,#680011,Enrique Cartiel Montalvo,PSOE,PSOE,#da1f35,Otro
50029,Aniñón,Zaragoza,659,PSOE,67.98,PSOE,#da1f35,José Manuel Sebastián Roy,PSOE,PSOE,#da1f35,Lista más votada
50030,Añón de Moncayo,Zaragoza,202,PAR,45.45,PAR,#fea000,Jose Maria Vijuesca Ledesma,PAR,PAR,#fea000,Lista más votada
50031,Aranda de Moncayo,Zaragoza,132,PP,64.84,PP,#009ade,José Javier Jordán Marquina,PP,PP,#009ade,Lista más votada
50032,Arándiga,Zaragoza,287,CHA,43.86,CHA,#680011,Dabí Perez Hernandez,CHA,CHA,#680011,Lista más votada
50033,Ardisa,Zaragoza,74,PSOE,44.12,PSOE,#da1f35,Jesus Torralba Marco,PSOE,PSOE,#da1f35,Lista más votada
50034,Ariza,Zaragoza,1045,PSOE,68.98,PSOE,#da1f35,José Carlos Tirado Ballano,PSOE,PSOE,#da1f35,Lista más votada
50035,Artieda,Zaragoza,82,CHA,49.12,CHA,#680011,Luis Javier Solana Garces,CHA,CHA,#680011,Lista más votada
50036,Asín,Zaragoza,104,PSOE,47.56,PSOE,#da1f35,Rogelio Garces Burguete,PSOE,PSOE,#da1f35,Lista más votada
50037,Atea,Zaragoza,141,Aragón Existe,57.14,EXISTE,#037252,Saul Pedro Herrero Lorente,Aragón Existe,EXISTE,#037252,Lista más votada
50038,Ateca,Zaragoza,1690,PSOE,55.71,PSOE,#da1f35,Ramón Cristóbal Júdez,PSOE,PSOE,#da1f35,Lista más votada
50039,Azuara,Zaragoza,539,PSOE,54.39,PSOE,#da1f35,Joaquin Ignacio Alconchel Fleta,PSOE,PSOE,#da1f35,Lista más votada
50040,Badules,Zaragoza,74,PP,63.93,PP,#009ade,Juan Carlos Herrero Gonzalvo,PP,PP,#009ade,Lista más votada
50041,Bagüés,Zaragoza,15,PSOE,83.33,PSOE,#da1f35,Jose Alberto Perez Petroch,PSOE,PSOE,#da1f35,Lista más votada
50042,Balconchán,Zaragoza,18,PSOE,68.75,PSOE,#da1f35,Jesus Saz Bello,PSOE,PSOE,#da1f35,Lista más votada
50043,Bárboles,Zaragoza,297,PP,43.48,PP,#009ade,José Maria Sanz Bolsa,PP,PP,#009ade,Lista más votada
50044,Bardallur,Zaragoza,249,CHA,67.61,CHA,#680011,José Miguel Domínguez Santos,CHA,CHA,#680011,Lista más votada
50045,Belchite,Zaragoza,1533,PP,51.08,PP,#009ade,Carmelo Pérez Díez,PP,PP,#009ade,Lista más votada
50046,Belmonte de Gracián,Zaragoza,183,Cs,54.17,CS,#da5b1f,José Carlos Pérez Cubero,Cs,CS,#da5b1f,Lista más votada
50047,Berdejo,Zaragoza,42,PSOE,53.57,PSOE,#da1f35,Fernando Escribano Rubio,PSOE,PSOE,#da1f35,Lista más votada
50048,Berrueco,Zaragoza,32,Aragón Existe,79.17,EXISTE,#037252,Maria Carmen Ballestin Gimeno,Aragón Existe,EXISTE,#037252,Lista más votada
50050,Bijuesca,Zaragoza,89,PSOE,52.11,PSOE,#da1f35,Angel Millán Marín Rubio,PSOE,PSOE,#da1f35,Lista más votada
50051,Biota,Zaragoza,874,PSOE,60.1,PSOE,#da1f35,Ezequiel Marco Elorri,PSOE,PSOE,#da1f35,Lista más votada
50052,Bisimbre,Zaragoza,80,PP,50.85,PP,#009ade,Pedro Antonio Royo Gabas,PP,PP,#009ade,Lista más votada
50053,Boquiñeni,Zaragoza,790,PP,40.83,PP,#009ade,Raquel Coscolla Almau,PP,PP,#009ade,Lista más votada
50054,Bordalba,Zaragoza,49,Cs,45,CS,#da5b1f,Angel Pedro Caballero Renieblas,Cs,CS,#da5b1f,Lista más votada
50055,Borja,Zaragoza,5054,PSOE,40.55,PSOE,#da1f35,Eduardo Arilla Pablo,PSOE,PSOE,#da1f35,Lista más votada
50056,Botorrita,Zaragoza,526,PSOE,71.56,PSOE,#da1f35,Jose Maria Castillo Vicente,PSOE,PSOE,#da1f35,Lista más votada
50057,Brea de Aragón,Zaragoza,1547,PP,42.56,PP,#009ade,Raúl García Asensio,PP,PP,#009ade,Lista más votada
50058,Bubierca,Zaragoza,60,Cs,48.08,CS,#da5b1f,Antonio Borque Cubero,Cs,CS,#da5b1f,Lista más votada
50059,Bujaraloz,Zaragoza,1013,PSOE,56.5,PSOE,#da1f35,Dario Villagrasa Villagrasa,PSOE,PSOE,#da1f35,Lista más votada
50060,Bulbuente,Zaragoza,244,PSOE,50.93,PSOE,#da1f35,Carlos Javier Romanos Garcia,PSOE,PSOE,#da1f35,Lista más votada
50061,Bureta,Zaragoza,213,PSOE,73.51,PSOE,#da1f35,Roberto Sanchez Martinez,PSOE,PSOE,#da1f35,Lista más votada
50062,El Burgo de Ebro,Zaragoza,2591,PSOE,54.47,PSOE,#da1f35,Vicente Miguel Royo Martinez,PSOE,PSOE,#da1f35,Lista más votada
50063,El Buste,Zaragoza,71,EMPATE,45.76,OTROS,#82757f,Jose Angel Villalva Ruiz,PP,PP,#009ade,Otro
50064,Cabañas de Ebro,Zaragoza,491,PP,57.27,PP,#009ade,Pedro Sanz Placed,PP,PP,#009ade,Lista más votada
50065,Cabolafuente,Zaragoza,49,PSOE,60.98,PSOE,#da1f35,Angel Soler Atance,PSOE,PSOE,#da1f35,Lista más votada
50066,Cadrete,Zaragoza,4473,PSOE,27.14,PSOE,#da1f35,José Bellido Muniesa,PP,PP,#009ade,Otro
50067,Calatayud,Zaragoza,19776,PP,48.73,PP,#009ade,José Manuel Aranda Lassa,PP,PP,#009ade,Lista más votada
50068,Calatorao,Zaragoza,2882,PSOE,49.82,PSOE,#da1f35,David Felipe Lallana,PSOE,PSOE,#da1f35,Lista más votada
50069,Calcena,Zaragoza,74,PSOE,52.38,PSOE,#da1f35,Mariano Miguel San Claudio,PSOE,PSOE,#da1f35,Lista más votada
50070,Calmarza,Zaragoza,63,PSOE,68.29,PSOE,#da1f35,Jose Vicente Monge Escolano,PSOE,PSOE,#da1f35,Lista más votada
50071,Campillo de Aragón,Zaragoza,127,Cs,51.02,CS,#da5b1f,José Antonio Alonso Alonso,Cs,CS,#da5b1f,Lista más votada
50072,Carenas,Zaragoza,178,PP,59.29,PP,#009ade,José Vidal Casado Pomareta,PP,PP,#009ade,Lista más votada
50073,Cariñena,Zaragoza,3345,PSOE,47.35,PSOE,#da1f35,Sergio Ortiz Gutierrez,PSOE,PSOE,#da1f35,Lista más votada
50074,Caspe,Zaragoza,10220,PP,31.2,PP,#009ade,Ana Maria Jarque Garces,PP,PP,#009ade,Lista más votada
50075,Castejón de Alarba,Zaragoza,73,PP,54.17,PP,#009ade,Leonardo Baquedano Herrero,PP,PP,#009ade,Lista más votada
50076,Castejón de las Armas,Zaragoza,81,PP,41.56,PP,#009ade,Francisco José Melendo Colás,PP,PP,#009ade,Lista más votada
50077,Castejón de Valdejasa,Zaragoza,209,PP,45.28,PP,#009ade,Rafael Oca Bernad,PP,PP,#009ade,Lista más votada
50078,Castiliscar,Zaragoza,230,PSOE,53.69,PSOE,#da1f35,Mercedes Villacampa Gil,PSOE,PSOE,#da1f35,Lista más votada
50079,Cervera de la Cañada,Zaragoza,264,PP,56.87,PP,#009ade,Tania Pradanos Cigüela,PP,PP,#009ade,Lista más votada
50080,Cerveruela,Zaragoza,39,PAR,50,PAR,#fea000,Aurelio Andres Cebollada,PAR,PAR,#fea000,Lista más votada
