indicativo,fecha_falsa,Máxima (media),Mínima (media),Máxima (umbral inferior),Máxima (umbral superior),Mínima (umbral inferior),Mínima (umbral superior),Máxima,Mínima,estacion,provincia,diferencia
5530E,2024-12-12,NA,NA,9.369122080353222,19.13671042084228,-3.9478206492867858,7.910869102772091,NA,NA,Granada Aeropuerto,Granada,4.8470686830563565
5530E,2024-12-13,NA,NA,NA,NA,NA,NA,NA,NA,Granada Aeropuerto,Granada,4.8470686830563565
5530E,2024-12-14,14.17454294711646,1.3928025655029257,NA,NA,NA,NA,NA,NA,Granada Aeropuerto,Granada,4.8470686830563565
5530E,2024-12-15,NA,NA,NA,NA,NA,NA,NA,NA,Granada Aeropuerto,Granada,4.8470686830563565
5530E,2024-12-16,NA,NA,NA,NA,NA,NA,NA,NA,Granada Aeropuerto,Granada,4.8470686830563565
5530E,2024-12-17,NA,NA,9.382966126112926,18.859022436198103,-4.167717399420053,8.114469037842605,NA,NA,Granada Aeropuerto,Granada,4.8470686830563565
5530E,2024-12-18,NA,NA,NA,NA,NA,NA,NA,NA,Granada Aeropuerto,Granada,4.8470686830563565
5530E,2024-12-19,14.001025041579936,1.2286703498876037,NA,NA,NA,NA,NA,NA,Granada Aeropuerto,Granada,4.8470686830563565
5530E,2024-12-20,NA,NA,NA,NA,NA,NA,NA,NA,Granada Aeropuerto,Granada,4.8470686830563565
5530E,2024-12-21,NA,NA,9.492452950569056,18.666332408782495,-4.3308342138117,8.439682783582917,NA,NA,Granada Aeropuerto,Granada,4.8470686830563565
5530E,2024-12-22,NA,NA,NA,NA,NA,NA,NA,NA,Granada Aeropuerto,Granada,4.8470686830563565
5530E,2024-12-23,13.905076079043472,1.1279660729528944,NA,NA,NA,NA,NA,NA,Granada Aeropuerto,Granada,4.8470686830563565
5530E,2024-12-24,NA,NA,NA,NA,NA,NA,NA,NA,Granada Aeropuerto,Granada,4.8470686830563565
5530E,2024-12-25,NA,NA,NA,NA,NA,NA,NA,NA,Granada Aeropuerto,Granada,4.8470686830563565
5530E,2024-12-26,NA,NA,9.689710852382806,18.554562894788297,-4.441726663349162,8.884103530034523,NA,NA,Granada Aeropuerto,Granada,4.8470686830563565
5530E,2024-12-27,NA,NA,NA,NA,NA,NA,NA,NA,Granada Aeropuerto,Granada,4.8470686830563565
5530E,2024-12-28,13.87966702520972,1.086315229295356,NA,NA,NA,NA,NA,NA,Granada Aeropuerto,Granada,4.8470686830563565
5530E,2024-12-29,NA,NA,NA,NA,NA,NA,NA,NA,Granada Aeropuerto,Granada,4.8470686830563565
5530E,2024-12-30,NA,NA,NA,NA,NA,NA,NA,NA,Granada Aeropuerto,Granada,4.8470686830563565
5530E,2024-12-31,NA,NA,9.98138712250826,18.52820205592813,-4.493929998822105,9.449783620006963,NA,NA,Granada Aeropuerto,Granada,4.8470686830563565
3140Y,2024-01-01,NA,NA,6.205446929215696,16.602795213804715,-2.7023155145100968,4.682209084888775,9.4,0.3,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-01-02,11.810933177286609,0.244256852201367,NA,NA,NA,NA,5.4,1.3,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-01-03,NA,NA,NA,NA,NA,NA,9.4,5.3,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-01-04,NA,NA,NA,NA,NA,NA,8.8,4.2,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-01-05,NA,NA,5.277360527809262,15.568002744540305,-3.2958404250109155,4.404569317891329,5.8,1.7,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-01-06,10.68394063286016,-9.410574573066322e-4,NA,NA,NA,NA,5.2,1.1,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-01-07,NA,NA,NA,NA,NA,NA,5.5,-0.9,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-01-08,NA,NA,NA,NA,NA,NA,6.6,-3,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-01-09,NA,NA,NA,NA,NA,NA,3.9,0.7,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-01-10,NA,NA,4.514268286122728,14.762950308660294,-3.8221464874615423,4.185946986810077,4.2,2.1,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-01-11,9.773046393100442,-0.20729483554645456,NA,NA,NA,NA,4.1,-3.3,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-01-12,NA,NA,NA,NA,NA,NA,6.1,-5.5,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-01-13,NA,NA,NA,NA,NA,NA,8.8,-0.2,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-01-14,NA,NA,3.9142237393238744,14.19943262438001,-4.299953773285384,4.033553387626949,7.2,3.6,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-01-15,9.082862607969124,-0.383296230027045,NA,NA,NA,NA,10.4,5.6,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-01-16,NA,NA,NA,NA,NA,NA,11.4,8,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-01-17,NA,NA,NA,NA,NA,NA,9.7,7.2,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-01-18,NA,NA,NA,NA,NA,NA,12,7.3,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-01-19,NA,NA,3.4789248861179782,13.870669786380915,-4.717408439721449,3.938059311588747,7.7,-0.6,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-01-20,8.610176972586293,-0.5241966416105979,NA,NA,NA,NA,7.6,-3,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-01-21,NA,NA,NA,NA,NA,NA,10.6,0.2,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-01-22,NA,NA,NA,NA,NA,NA,7.9,1.8,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-01-23,NA,NA,NA,NA,NA,NA,16,2.6,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-01-24,NA,NA,3.2185520330766333,13.752011982840566,-5.036741851512629,3.888356356923284,20.4,3.7,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-01-25,8.348011979563303,-0.6122547589969914,NA,NA,NA,NA,20.6,4.5,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-01-26,NA,NA,NA,NA,NA,NA,21.6,4.1,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-01-27,NA,NA,NA,NA,NA,NA,18.9,5,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-01-28,NA,NA,3.1823527593065646,13.88550906425024,-5.323550589407877,3.935195940613257,17.6,6.2,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-01-29,8.343126944634564,-0.6705923179256378,NA,NA,NA,NA,14.6,3.8,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-01-30,NA,NA,NA,NA,NA,NA,15.3,1.1,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-01-31,NA,NA,NA,NA,NA,NA,13,0.2,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-02-01,NA,NA,NA,NA,NA,NA,16.2,2.1,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-02-02,NA,NA,3.31118815554997,14.236102446088507,-5.521093186510052,4.031773390803864,15.7,4.1,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-02-03,8.549825242570654,-0.680070350964692,NA,NA,NA,NA,16.5,1.3,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-02-04,NA,NA,NA,NA,NA,NA,18.7,0.5,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-02-05,NA,NA,NA,NA,NA,NA,16.5,1.4,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-02-06,NA,NA,3.5266753994689637,14.815649439090166,-5.5567261870401365,4.094545242148885,13.9,2.6,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-02-07,8.943499805484315,-0.6225656636239426,NA,NA,NA,NA,9.2,2.6,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-02-08,NA,NA,NA,NA,NA,NA,9.9,6.1,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-02-09,NA,NA,NA,NA,NA,NA,9.3,4.7,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-02-10,NA,NA,NA,NA,NA,NA,7.4,1.1,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-02-11,NA,NA,3.8495055776353775,15.710709272827,-5.485266244735797,4.132094382633578,6.9,-0.7,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-02-12,9.582430148222896,-0.5261930927315349,NA,NA,NA,NA,15.4,3.3,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-02-13,NA,NA,NA,NA,NA,NA,13.6,5.2,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-02-14,NA,NA,NA,NA,NA,NA,17.9,9.4,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-02-15,NA,NA,NA,NA,NA,NA,15.3,8.3,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-02-16,NA,NA,4.309908955620431,16.58272853506892,-5.209710830740792,4.217262846439466,12.5,3.6,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-02-17,10.27006367508242,-0.3173894651127617,NA,NA,NA,NA,15.6,-0.1,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-02-18,NA,NA,NA,NA,NA,NA,17.1,1,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-02-19,NA,NA,NA,NA,NA,NA,17.1,5.2,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-02-20,NA,NA,5.168096339627929,17.60689651209462,-4.5147684203551215,4.338205946086621,19.2,0.9,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-02-21,11.253466027357987,0.11684592929397518,NA,NA,NA,NA,15.9,1.6,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-02-22,NA,NA,NA,NA,NA,NA,10.4,4.5,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-02-23,NA,NA,NA,NA,NA,NA,8.1,0.5,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-02-24,NA,NA,NA,NA,NA,NA,7.8,0.2,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-02-25,NA,NA,6.079792700771756,18.635441838198485,-3.734786640540794,4.488681662373107,10.6,3.3,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-02-26,12.264702898659609,0.5978224047691459,NA,NA,NA,NA,9.5,2.4,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-02-27,NA,NA,NA,NA,NA,NA,7.2,0.9,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-02-28,NA,NA,NA,NA,NA,NA,12.4,0.9,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-02-29,NA,NA,NA,NA,NA,NA,13.7,0.6,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-03-01,NA,NA,6.611624667099431,19.45023254696956,-3.171503375741673,4.6875236185664395,12.3,-1.3,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-03-02,NA,NA,NA,NA,NA,NA,5,-0.9,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-03-03,12.940154626631076,0.9537872202273608,NA,NA,NA,NA,6.4,-2.6,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-03-04,NA,NA,NA,NA,NA,NA,9.3,2,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-03-05,NA,NA,6.9605562077805585,20.23964727799876,-2.571568489716108,4.9374591393966245,11.6,0.7,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-03-06,NA,NA,NA,NA,NA,NA,13,-1.8,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-03-07,13.492614698901583,1.3065993858827134,NA,NA,NA,NA,11.8,2.7,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-03-08,NA,NA,NA,NA,NA,NA,8.2,1.1,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-03-09,NA,NA,NA,NA,NA,NA,5.6,1.6,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-03-10,NA,NA,7.345563587440522,20.796288945180336,-2.15830825300216,5.215654249340948,9.6,1.3,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-03-11,NA,NA,NA,NA,NA,NA,10.7,2.9,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-03-12,13.918118486237422,1.6136995209807496,NA,NA,NA,NA,15.8,0.5,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-03-13,NA,NA,NA,NA,NA,NA,18.2,1.9,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-03-14,NA,NA,7.747214819467958,20.954086167457735,-2.090795256235605,5.519055011687302,16.3,6.3,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-03-15,NA,NA,NA,NA,NA,NA,16,5.7,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-03-16,14.071144560974098,1.7866596590496973,NA,NA,NA,NA,18.3,4.5,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-03-17,NA,NA,NA,NA,NA,NA,18.8,8.2,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-03-18,NA,NA,NA,NA,NA,NA,21.6,6.7,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-03-19,NA,NA,8.116045985572358,21.061177426034313,-2.064970834196346,5.856979773374617,22,9.8,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-03-20,NA,NA,NA,NA,NA,NA,21.3,9.7,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-03-21,14.190893322015585,1.962164116425956,NA,NA,NA,NA,22.7,9.8,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-03-22,NA,NA,NA,NA,NA,NA,24.5,7.2,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-03-23,NA,NA,NA,NA,NA,NA,21.9,9.3,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-03-24,NA,NA,8.4142475786379,21.40626831094412,-1.822031923856315,6.252589840820083,21.5,6.1,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-03-25,NA,NA,NA,NA,NA,NA,10.8,6.2,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-03-26,14.494113411065358,2.2814074913627698,NA,NA,NA,NA,7.2,0.5,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-03-27,NA,NA,NA,NA,NA,NA,11.9,1.4,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-03-28,NA,NA,8.635508926722046,21.75495963300602,-1.5273378674284357,6.710425260941725,12.8,4.4,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-03-29,NA,NA,NA,NA,NA,NA,9.6,3.3,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-03-30,14.799013938859328,2.6673813967141258,NA,NA,NA,NA,8.7,2.6,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-03-31,NA,NA,NA,NA,NA,NA,8,1.7,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-04-01,NA,NA,NA,NA,NA,NA,9.3,2.4,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-04-02,NA,NA,8.958619560434096,22.126892533179355,-1.1567285800079623,7.140026960562293,12.8,3.3,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-04-03,NA,NA,NA,NA,NA,NA,15.6,6.2,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-04-04,15.189747336818956,3.0877343993630224,NA,NA,NA,NA,18.5,4.5,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-04-05,NA,NA,NA,NA,NA,NA,20.6,8.6,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-04-06,NA,NA,NA,NA,NA,NA,22.5,12.5,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-04-07,NA,NA,9.325188807810052,22.578395156772352,-0.6838221557515981,7.55143321080648,20.1,11.7,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-04-08,NA,NA,NA,NA,NA,NA,16.2,4,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-04-09,15.69630598743786,3.5785567878824,NA,NA,NA,NA,12.3,1.2,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-04-10,NA,NA,NA,NA,NA,NA,17.7,0.4,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-04-11,NA,NA,9.732101717437692,23.07756322318009,-0.18495889884716765,7.97994052694438,23.3,6.1,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-04-12,NA,NA,NA,NA,NA,NA,23.6,7.6,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-04-13,16.270302043239834,4.084521878133436,NA,NA,NA,NA,26.1,7.9,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-04-14,NA,NA,NA,NA,NA,NA,25.1,9.8,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-04-15,NA,NA,NA,NA,NA,NA,25,9.5,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-04-16,NA,NA,10.21367542519084,23.536405263823607,0.304488797305175,8.433556706528659,21.6,5.1,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-04-17,NA,NA,NA,NA,NA,NA,18.4,2.8,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-04-18,16.864707546226803,4.559022058177538,NA,NA,NA,NA,17.9,1.2,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-04-19,NA,NA,NA,NA,NA,NA,19.9,-0.6,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-04-20,NA,NA,10.74409461665504,23.94088657121052,0.8467332064837678,8.89312036893508,22.7,4.5,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-04-21,NA,NA,NA,NA,NA,NA,21.3,2.5,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-04-22,17.486004532516255,5.048301195782895,NA,NA,NA,NA,14.6,0.6,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-04-23,NA,NA,NA,NA,NA,NA,12.8,-1.4,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-04-24,NA,NA,NA,NA,NA,NA,16.6,-1.2,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-04-25,NA,NA,11.357293041841174,24.49693855804494,1.3371141527508434,9.361508576595355,15.8,3.3,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-04-26,NA,NA,NA,NA,NA,NA,15.3,4.4,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-04-27,18.186427141707192,5.503584186350114,NA,NA,NA,NA,11.9,4.5,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-04-28,NA,NA,NA,NA,NA,NA,14.6,1.8,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-04-29,NA,NA,NA,NA,NA,NA,17.6,2.4,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-04-30,NA,NA,12.082186294429391,25.17244412668112,1.7510385765479588,9.850916188476948,16.8,4.3,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-05-01,NA,NA,NA,NA,NA,NA,11.4,3.7,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-05-02,18.982015693601575,5.8859174884108905,NA,NA,NA,NA,13.3,0.5,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-05-03,NA,NA,NA,NA,NA,NA,16.6,2.9,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-05-04,NA,NA,12.864453296911224,25.91408601998067,2.1381752475811338,10.356165107532846,21,5.8,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-05-05,NA,NA,NA,NA,NA,NA,19.2,9.2,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-05-06,19.812304554686165,6.267911417551584,NA,NA,NA,NA,16.8,5.8,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-05-07,NA,NA,NA,NA,NA,NA,18.3,3.4,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-05-08,NA,NA,NA,NA,NA,NA,22.9,3.4,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-05-09,NA,NA,13.69413635537099,26.809829475027048,2.526778611095598,10.86281119990985,24.7,6.7,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-05-10,NA,NA,NA,NA,NA,NA,27.1,11,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-05-11,20.70544226650119,6.71471456776299,NA,NA,NA,NA,26,10.3,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-05-12,NA,NA,NA,NA,NA,NA,26.2,9.3,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-05-13,NA,NA,14.61065717871667,27.906757484870333,2.91802439747878,11.37334356309229,24.7,9.7,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-05-14,NA,NA,NA,NA,NA,NA,17.1,7,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-05-15,21.725222189859313,7.197458430106847,NA,NA,NA,NA,15.9,5,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-05-16,NA,NA,NA,NA,NA,NA,16.5,6.1,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-05-17,NA,NA,NA,NA,NA,NA,17.8,7.3,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-05-18,NA,NA,15.453580517800296,28.824608524725807,3.350178926641225,11.913471213689498,20,4.5,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-05-19,NA,NA,NA,NA,NA,NA,18.3,4.8,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-05-20,22.571412616706816,7.700007810619589,NA,NA,NA,NA,17.3,2.7,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-05-21,NA,NA,NA,NA,NA,NA,17.9,5.9,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-05-22,NA,NA,NA,NA,NA,NA,18.3,5.6,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-05-23,NA,NA,16.13773510181574,29.538977751573142,3.7124869998000216,12.417093421895634,22.7,5.4,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-05-24,NA,NA,NA,NA,NA,NA,24.8,6.4,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-05-25,23.123761999886614,8.163254782321175,NA,NA,NA,NA,26.1,9.5,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-05-26,NA,NA,NA,NA,NA,NA,27,8.5,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-05-27,NA,NA,16.866605062576884,30.23652455892612,4.116115940025384,12.960578117927156,25.4,9.7,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-05-28,NA,NA,NA,NA,NA,NA,28.7,9.2,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-05-29,23.68866793666858,8.658039007073603,NA,NA,NA,NA,30.5,11.9,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-05-30,NA,NA,NA,NA,NA,NA,28.8,11.7,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-05-31,NA,NA,NA,NA,NA,NA,24.5,6.7,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-06-01,NA,NA,17.828228686298893,31.03666802649299,4.728112366717738,13.681762541841476,23.2,5.3,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-06-02,NA,NA,NA,NA,NA,NA,24.9,4.8,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-06-03,24.50049023612726,9.288806458522796,NA,NA,NA,NA,28.1,8.4,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-06-04,NA,NA,NA,NA,NA,NA,29.1,10.3,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-06-05,NA,NA,NA,NA,NA,NA,32.4,13.3,Mandayona,Guadalajara,5.238946722088457
3140Y,2024-06-06,NA,NA,18.9299382700193,31.87851313859296,5.4971335250304545,14.551356447141911,33.6,16.7,Mandayona,Guadalajara,5.238946722088457
