recuento,fecuencia_supera,tipo,temp,date,indicativo,inicio_serie
559,60.2,Minimas,7.5,01-02,B434X,1993-01-01
211,24.4,Máximas,19.9,01-02,8293X,1990-04-02
443,51.2,Minimas,4.1,01-02,8293X,1990-04-02
136,14,Máximas,12.4,01-02,2755X,1988-12-17
86,8.8,Minimas,5.7,01-02,2755X,1988-12-17
159,14.8,Máximas,10.2,01-02,2400E,1988-12-03
259,24.1,Minimas,1.5,01-02,2400E,1988-12-03
640,43,Máximas,15.8,01-02,8500A,1976-01-01
708,47.6,Minimas,6.1,01-02,8500A,1976-01-01
464,27.3,Máximas,21.4,01-02,C249I,1967-01-01
995,58.5,Minimas,14.3,01-02,C249I,1967-01-01
439,18.2,Máximas,6.7,01-02,2462,1946-01-01
302,12.5,Minimas,1.2,01-02,2462,1946-01-01
95,17.2,Máximas,11.3,01-02,9001D,2005-02-21
34,6.2,Minimas,5,01-02,9001D,2005-02-21
132,21,Máximas,16.1,01-02,5047E,2000-01-01
454,72.3,Minimas,-2.9,01-02,5047E,2000-01-01
81,9.4,Máximas,13,01-02,9563X,1991-11-20
140,16.2,Minimas,4.7,01-02,9563X,1991-11-20
263,28,Máximas,13.4,01-02,9573X,1990-01-01
507,54,Minimas,1.2,01-02,9573X,1990-01-01
88,8.8,Máximas,16.7,01-02,4358X,1989-03-01
295,29.6,Minimas,5.3,01-02,4358X,1989-03-01
102,6.4,Máximas,16.7,01-02,1387E,1971-12-01
144,9,Minimas,11,01-02,1387E,1971-12-01
16,0.9,Máximas,20.6,01-02,1212E,1968-08-01
38,2.2,Minimas,11.9,01-02,1212E,1968-08-01
573,26.1,Máximas,15.9,01-02,0016A,1945-02-01
1585,72.2,Minimas,1.5,01-02,0016A,1945-02-01
59,2.3,Máximas,21.1,01-02,C447A,1941-08-01
136,5.4,Minimas,12.5,01-02,C447A,1941-08-01
95,4.2,Máximas,17.1,01-02,9434,1941-01-01
886,39.2,Minimas,3.6,01-02,9434,1941-01-01
109,3.8,Máximas,23.9,01-02,C449C,1931-01-01
198,6.9,Minimas,17.1,01-02,C449C,1931-01-01
43,11.7,Máximas,18.6,01-02,6293X,2009-07-19
192,52.3,Minimas,6.8,01-02,6293X,2009-07-19
83,10.8,Máximas,20.9,01-02,8050X,1997-03-14
628,82.1,Minimas,2.6,01-02,8050X,1997-03-14
11,1.4,Máximas,20.3,01-02,5972X,1997-03-01
285,36.1,Minimas,10.2,01-02,5972X,1997-03-01
335,37,Máximas,8.9,01-02,2235U,1986-06-01
147,16.2,Minimas,2,01-02,2235U,1986-06-01
682,54,Máximas,11.7,01-02,3260B,1982-02-01
454,35.9,Minimas,2.8,01-02,3260B,1982-02-01
113,15,Máximas,13.5,01-02,9051,1949-09-01
43,5.7,Minimas,7.8,01-02,9051,1949-09-01
422,26.8,Máximas,15.3,01-02,0367,1973-01-01
822,52.2,Minimas,0.5,01-02,0367,1973-01-01
1229,63,Máximas,9.7,01-02,3175,1961-01-01
884,45.3,Minimas,0.7,01-02,3175,1961-01-01
150,6.7,Máximas,18.8,01-02,6001,1945-05-01
1380,61.5,Minimas,10.1,01-02,6001,1945-05-01
763,24,Máximas,17.2,01-02,9981A,1920-01-01
2505,78.7,Minimas,2.6,01-02,9981A,1920-01-01
27,9.7,Máximas,17.8,01-02,1331A,2014-11-20
7,2.5,Minimas,14.5,01-02,1331A,2014-11-20
56,18.2,Máximas,14.2,01-02,8489X,2009-01-25
135,44,Minimas,-0.4,01-02,8489X,2009-01-25
14,2,Máximas,21.1,01-02,1183X,1997-04-02
53,7.4,Minimas,11.2,01-02,1183X,1997-04-02
202,16.7,Máximas,20.6,01-02,7178I,1984-04-01
733,60.6,Minimas,4.1,01-02,7178I,1984-04-01
938,75.6,Máximas,7.1,01-02,9771C,1983-02-01
859,69.3,Minimas,-0.8,01-02,9771C,1983-02-01
306,18.7,Máximas,13,01-02,4067,1945-06-01
570,34.9,Minimas,1.9,01-02,4067,1945-06-01
1519,63.7,Máximas,10.7,01-02,3365A,1920-01-01
930,39,Minimas,2,01-02,3365A,1920-01-01
298,64.2,Máximas,7.6,01-02,9784P,2006-01-29
188,40.5,Minimas,-0.8,01-02,9784P,2006-01-29
192,38.9,Máximas,12.2,01-02,0149X,2005-01-14
340,68.8,Minimas,-1.3,01-02,0149X,2005-01-14
27,4.2,Máximas,20.1,01-02,5641X,2001-01-01
264,41.1,Minimas,4.5,01-02,5641X,2001-01-01
16,2.3,Máximas,23.3,01-02,6156X,2001-01-01
355,51,Minimas,8.8,01-02,6156X,2001-01-01
8,1.1,Máximas,25.7,01-02,C459Z,1996-06-12
40,5.4,Minimas,17.5,01-02,C459Z,1996-06-12
103,13,Máximas,12.6,01-02,9019B,1993-01-01
55,7,Minimas,6.1,01-02,9019B,1993-01-01
8,1,Máximas,21.1,01-02,5995B,1997-03-01
180,23.1,Minimas,11.1,01-02,5995B,1997-03-01
129,16.3,Máximas,17.5,01-02,7096B,1987-08-01
449,56.9,Minimas,3.5,01-02,7096B,1987-08-01
109,12.8,Máximas,16.6,01-02,0252D,1981-01-01
295,34.7,Minimas,6.3,01-02,0252D,1981-01-01
662,31.4,Máximas,11,01-02,9262,1953-09-01
579,27.5,Minimas,4.2,01-02,9262,1953-09-01
23,9.3,Máximas,18.6,01-02,1083L,2014-04-29
10,4,Minimas,12.6,01-02,1083L,2014-04-29
5,0.7,Máximas,22,01-02,1208H,2001-03-06
92,13.5,Minimas,10.6,01-02,1208H,2001-03-06
45,6.8,Máximas,17.8,01-02,5427X,2000-02-19
134,20.3,Minimas,7.9,01-02,5427X,2000-02-19
25,3.4,Máximas,14.2,01-02,1631E,1994-01-01
103,13.8,Minimas,5.3,01-02,1631E,1994-01-01
176,19.4,Máximas,13.9,01-02,1700X,1994-01-01
45,5,Minimas,9.4,01-02,1700X,1994-01-01
265,29.9,Máximas,13.1,01-02,9569A,1990-04-01
271,30.6,Minimas,4.7,01-02,9569A,1990-04-01
254,16.1,Máximas,22.3,01-02,C029O,1972-11-01
650,41.1,Minimas,14.3,01-02,C029O,1972-11-01
144,31.3,Máximas,9.5,01-02,2298,1934-02-01
181,39.4,Minimas,-1,01-02,2298,1934-02-01
187,8.3,Máximas,17.1,01-02,5514,1937-12-01
1457,64.7,Minimas,-0.2,01-02,5514,1937-12-01
1061,32.9,Máximas,11.2,01-02,9390,1920-01-01
484,15,Minimas,3.8,01-02,9390,1920-01-01
134,32,Máximas,13.9,01-02,4220X,2006-11-10
204,48.7,Minimas,1,01-02,4220X,2006-11-10
98,22.6,Máximas,17.2,01-02,7119B,2009-01-30
166,38.6,Minimas,3.1,01-02,7119B,2009-01-30
53,24.5,Máximas,14.2,01-02,5192,1985-12-01
84,38.9,Minimas,3.9,01-02,5192,1985-12-01
116,16.7,Máximas,8.3,01-02,1221D,1997-03-01
223,32.1,Minimas,0.7,01-02,1221D,1997-03-01
93,10.7,Máximas,17.3,01-02,1111,1946-06-01
29,3.3,Minimas,12.8,01-02,1111,1946-06-01
514,29.7,Máximas,18,01-02,6325O,1968-01-01
629,36.3,Minimas,9.1,01-02,6325O,1968-01-01
126,6,Máximas,19.1,01-02,1014,1955-08-18
56,2.7,Minimas,12.4,01-02,1014,1955-08-18
50,13.2,Máximas,15.9,01-02,1002Y,2009-03-16
42,11.1,Minimas,7.2,01-02,1002Y,2009-03-16
82,18,Máximas,8.9,01-02,3111D,2005-07-03
168,36.8,Minimas,0,01-02,3111D,2005-07-03
205,36.3,Máximas,18.4,01-02,6058I,2001-01-01
161,28.5,Minimas,11.6,01-02,6058I,2001-01-01
671,81.4,Máximas,7.4,01-02,0324A,1987-09-01
384,46.6,Minimas,-2,01-02,0324A,1987-09-01
150,17.9,Máximas,18.7,01-02,8325X,1991-02-01
174,20.8,Minimas,9.3,01-02,8325X,1991-02-01
57,12.7,Máximas,15.4,01-02,4148,1964-01-01
213,47.5,Minimas,1,01-02,4148,1964-01-01
25,3,Máximas,20.1,01-02,1159,1961-01-01
44,5.3,Minimas,11.2,01-02,1159,1961-01-01
38,2.3,Máximas,22.2,01-02,6000A,1965-01-01
413,25.2,Minimas,11.9,01-02,6000A,1965-01-01
106,5,Máximas,18,01-02,4452,1955-01-01
693,32.4,Minimas,5.8,01-02,4452,1955-01-01
162,26.7,Máximas,23.9,01-02,C629X,2003-02-07
178,29.4,Minimas,16,01-02,C629X,2003-02-07
12,2.2,Máximas,20.1,01-02,1283U,1997-04-01
5,0.9,Minimas,14.8,01-02,1283U,1997-04-01
103,17,Máximas,14.9,01-02,4244X,2001-01-24
220,36.3,Minimas,3.5,01-02,4244X,2001-01-24
168,18.6,Máximas,7.4,01-02,2630X,1991-10-04
142,15.7,Minimas,0.3,01-02,2630X,1991-10-04
20,2.2,Máximas,19.6,01-02,4410X,1989-06-04
277,29.8,Minimas,5.9,01-02,4410X,1989-06-04
823,54.3,Máximas,9.2,01-02,9263D,1975-01-01
657,43.3,Minimas,1.9,01-02,9263D,1975-01-01
81,5.2,Máximas,17.5,01-02,1690A,1972-08-01
46,3,Minimas,11.5,01-02,1690A,1972-08-01
1251,51.4,Máximas,9,01-02,9898,1943-03-01
824,33.9,Minimas,2.7,01-02,9898,1943-03-01
35,10.3,Máximas,17.2,01-02,1111X,2012-03-01
10,2.9,Minimas,12.8,01-02,1111X,2012-03-01
277,58.9,Máximas,7.8,01-02,9208E,2006-02-01
106,22.6,Minimas,2,01-02,9208E,2006-02-01
76,10,Máximas,15.6,01-02,3576X,1996-08-01
98,12.9,Minimas,7.6,01-02,3576X,1996-08-01
163,16.5,Máximas,13.3,01-02,2946X,1988-12-29
139,14.1,Minimas,5,01-02,2946X,1988-12-29
440,41.2,Máximas,16.8,01-02,7012C,1988-09-01
813,76.4,Minimas,6.8,01-02,7012C,1988-09-01
245,22.6,Máximas,14.5,01-02,5270B,1983-04-02
533,49.2,Minimas,5.4,01-02,5270B,1983-04-02
93,7.8,Máximas,19.5,01-02,4642E,1984-06-01
398,33.2,Minimas,7.3,01-02,4642E,1984-06-01
73,4.5,Máximas,23.5,01-02,C139E,1970-04-01
105,6.5,Minimas,17.6,01-02,C139E,1970-04-01
1977,85,Máximas,5.7,01-02,9170,1948-11-01
1880,80.9,Minimas,-0.7,01-02,9170,1948-11-01
192,8.3,Máximas,18.4,01-02,1082,1947-03-01
21,0.9,Minimas,13.8,01-02,1082,1947-03-01
292,78.5,Máximas,8.4,01-02,3168D,2011-08-01
119,32,Minimas,2.2,01-02,3168D,2011-08-01
82,20,Máximas,16.9,01-02,4560Y,2009-06-05
100,24.4,Minimas,7.7,01-02,4560Y,2009-06-05
60,15.6,Máximas,14.5,01-02,4103X,2006-11-10
152,39.5,Minimas,1,01-02,4103X,2006-11-10
86,19.5,Máximas,16.7,01-02,7275C,2009-01-16
294,67.1,Minimas,0.5,01-02,7275C,2009-01-16
362,84.8,Máximas,6.1,01-02,9698U,2002-01-01
228,53.4,Minimas,-0.5,01-02,9698U,2002-01-01
45,4.7,Máximas,16.7,01-02,1351,1961-01-01
27,2.8,Minimas,12.9,01-02,1351,1961-01-01
338,18.9,Máximas,19,01-02,8414A,1965-01-01
911,50.8,Minimas,4.6,01-02,8414A,1965-01-01
1665,73.6,Máximas,8.6,01-02,3200,1951-01-01
1038,45.9,Minimas,1.6,01-02,3200,1951-01-01
418,17.4,Máximas,18.6,01-02,7031,1944-08-01
1662,69.1,Minimas,3.7,01-02,7031,1944-08-01
55,16.3,Máximas,15.2,01-02,9434P,2012-10-01
168,49.9,Minimas,3.6,01-02,9434P,2012-10-01
27,7.4,Máximas,18.8,01-02,1014A,2011-11-01
15,4.1,Minimas,11.9,01-02,1014A,2011-11-01
103,28.6,Máximas,18,01-02,B691Y,2011-04-19
308,85.6,Minimas,1.7,01-02,B691Y,2011-04-19
69,11.3,Máximas,19.3,01-02,4549Y,2003-03-01
86,14.1,Minimas,10.4,01-02,4549Y,2003-03-01
29,4.5,Máximas,17.1,01-02,4267X,2000-03-01
192,29.9,Minimas,3.5,01-02,4267X,2000-03-01
82,9.1,Máximas,12.8,01-02,9111,1989-04-18
36,4,Minimas,7.8,01-02,9111,1989-04-18
209,15.8,Máximas,23.5,01-02,C429I,1980-07-01
555,41.8,Minimas,15.5,01-02,C429I,1980-07-01
412,15.7,Máximas,11,01-02,2539,1936-11-01
527,20,Minimas,2.6,01-02,2539,1936-11-01
48,12.9,Máximas,13.7,01-02,9091R,2011-09-30
18,4.8,Minimas,8.1,01-02,9091R,2011-09-30
31,6.4,Máximas,18.1,01-02,1059X,2005-02-09
9,1.9,Minimas,13.1,01-02,1059X,2005-02-09
140,22.2,Máximas,16.6,01-02,5181D,2001-01-02
369,58.4,Minimas,1.6,01-02,5181D,2001-01-02
44,6.8,Máximas,20.8,01-02,6302A,2001-01-01
276,42.7,Minimas,4.6,01-02,6302A,2001-01-01
80,10.2,Máximas,18.8,01-02,5860E,1997-01-11
167,21.2,Minimas,8.4,01-02,5860E,1997-01-11
55,6.1,Máximas,18.2,01-02,B013X,1993-04-15
708,78.2,Minimas,-0.4,01-02,B013X,1993-04-15
114,9.7,Máximas,15.6,01-02,1484C,1985-10-01
81,6.9,Minimas,11.3,01-02,1484C,1985-10-01
185,7.2,Máximas,15.3,01-02,8175,1939-12-01
1453,56.2,Minimas,-1.1,01-02,8175,1939-12-01
556,21.2,Máximas,10.1,01-02,2661,1938-01-01
267,10.2,Minimas,3.6,01-02,2661,1938-01-01
2166,67.8,Máximas,8.2,01-02,3195,1920-01-01
1376,43.1,Minimas,2.8,01-02,3195,1920-01-01
107,31.7,Máximas,10.8,01-02,9263X,2010-03-19
45,13.3,Minimas,5.1,01-02,9263X,2010-03-19
106,26.6,Máximas,22.1,01-02,C229J,1993-02-01
11,2.8,Minimas,19.1,01-02,C229J,1993-02-01
155,28.4,Máximas,18.9,01-02,8416Y,1994-07-02
245,44.9,Minimas,7.8,01-02,8416Y,1994-07-02
175,27.4,Máximas,13.5,01-02,5390Y,2000-01-01
193,30.2,Minimas,4.7,01-02,5390Y,2000-01-01
233,26.1,Máximas,11.6,01-02,2916A,1991-10-23
117,13.1,Minimas,5,01-02,2916A,1991-10-23
194,19,Máximas,11.7,01-02,2775X,1988-12-17
108,10.6,Minimas,4.5,01-02,2775X,1988-12-17
206,20.3,Máximas,10.7,01-02,2374X,1988-12-03
90,8.9,Minimas,4,01-02,2374X,1988-12-03
966,48.3,Máximas,8.6,01-02,3013,1949-09-01
745,37.2,Minimas,-1.6,01-02,3013,1949-09-01
152,5.3,Máximas,16.9,01-02,1387,1930-10-01
95,3.3,Minimas,12.9,01-02,1387,1930-10-01
203,66.3,Máximas,12.7,01-02,0372C,2013-03-08
130,42.5,Minimas,1.5,01-02,0372C,2013-03-08
51,9.5,Máximas,14.2,01-02,1735X,2001-02-22
83,15.5,Minimas,5.9,01-02,1735X,2001-02-22
509,77,Máximas,10.5,01-02,3434X,2001-09-22
248,37.5,Minimas,3.4,01-02,3434X,2001-09-22
124,16.2,Máximas,14.8,01-02,1473A,1994-01-01
74,9.7,Minimas,10.5,01-02,1473A,1994-01-01
266,35.3,Máximas,10.4,01-02,9244X,1992-02-04
241,32,Minimas,3.1,01-02,9244X,1992-02-04
158,11.1,Máximas,18.3,01-02,B228,1978-01-01
701,49.2,Minimas,8.4,01-02,B228,1978-01-01
116,8.1,Máximas,13.8,01-02,9091O,1976-01-01
157,11,Minimas,5.9,01-02,9091O,1976-01-01
14,0.7,Máximas,20.6,01-02,5973,1935-11-01
775,38.9,Minimas,10.7,01-02,5973,1935-11-01
1525,63.1,Máximas,9.1,01-02,3196,1945-05-01
885,36.6,Minimas,2.6,01-02,3196,1945-05-01
21,0.8,Máximas,23.1,01-02,6155A,1942-05-01
1243,49.9,Minimas,8,01-02,6155A,1942-05-01
99,16.7,Máximas,17.6,01-02,7247X,2004-01-14
430,72.6,Minimas,-0.3,01-02,7247X,2004-01-14
50,6.3,Máximas,19.1,01-02,1041A,1997-04-01
13,1.6,Minimas,14.4,01-02,1041A,1997-04-01
116,13.2,Máximas,14.8,01-02,1475X,1994-01-01
55,6.2,Minimas,10.9,01-02,1475X,1994-01-01
714,69.3,Máximas,6.4,01-02,3130C,1984-10-01
209,20.3,Minimas,1.2,01-02,3130C,1984-10-01
913,73.6,Máximas,6.3,01-02,3191E,1978-01-01
698,56.3,Minimas,1.5,01-02,3191E,1978-01-01
158,10.4,Máximas,17.9,01-02,B278,1972-08-01
1129,74.4,Minimas,1.2,01-02,B278,1972-08-01
524,28.8,Máximas,16.6,01-02,5402,1959-04-01
1037,57.3,Minimas,3,01-02,5402,1959-04-01
1340,85.9,Máximas,5.2,01-02,9619,1928-09-01
866,50.9,Minimas,-3.4,01-02,9619,1928-09-01
107,5.5,Máximas,15.5,01-02,1495,1956-05-01
212,10.8,Minimas,9.5,01-02,1495,1956-05-01
32,1.5,Máximas,21.1,01-02,5796,1946-02-01
780,37.4,Minimas,5.8,01-02,5796,1946-02-01
388,14.9,Máximas,20.2,01-02,7228,1940-01-01
1582,60.9,Minimas,3,01-02,7228,1940-01-01
24,5.6,Máximas,18.5,01-02,4511C,2007-07-09
140,32.4,Minimas,5.5,01-02,4511C,2007-07-09
8,1.6,Máximas,26.3,01-02,C659H,2002-05-01
279,54,Minimas,16.3,01-02,C659H,2002-05-01
71,14,Máximas,17.1,01-02,6106X,2001-01-01
300,59.5,Minimas,1.2,01-02,6106X,2001-01-01
80,11.2,Máximas,16,01-02,1078I,1997-04-01
20,2.8,Minimas,10.9,01-02,1078I,1997-04-01
311,39.2,Máximas,13.3,01-02,3526X,1989-02-01
194,24.4,Minimas,6,01-02,3526X,1989-02-01
2,0.2,Máximas,22,01-02,5910,1988-09-01
443,41.1,Minimas,6.9,01-02,5910,1988-09-01
328,18.9,Máximas,16.2,01-02,B893,1965-01-01
1509,87.3,Minimas,4.6,01-02,B893,1965-01-01
520,20.6,Máximas,15.6,01-02,0076,1924-03-01
1426,55.5,Minimas,4.2,01-02,0076,1924-03-01
139,4.7,Máximas,17.2,01-02,1024E,1928-01-01
91,3.1,Minimas,12.2,01-02,1024E,1928-01-01
129,29.3,Máximas,18.6,01-02,7002Y,2009-01-11
287,65.1,Minimas,7.5,01-02,7002Y,2009-01-11
15,3,Máximas,15.7,01-02,1037Y,2007-12-19
7,1.4,Minimas,10.4,01-02,1037Y,2007-12-19
68,12.4,Máximas,10.9,01-02,9990X,2002-01-01
75,13.7,Minimas,0.5,01-02,9990X,2002-01-01
28,4.7,Máximas,24.3,01-02,C129Z,2000-01-22
25,4.2,Minimas,17.8,01-02,C129Z,2000-01-22
323,48.9,Máximas,10.5,01-02,3338,1997-01-04
367,55.6,Minimas,0.9,01-02,3338,1997-01-04
158,13.7,Máximas,7.9,01-02,2150H,1977-01-01
114,9.9,Minimas,2.4,01-02,2150H,1977-01-01
309,26.9,Máximas,12.8,01-02,8368U,1986-04-01
716,62.4,Minimas,-3.6,01-02,8368U,1986-04-01
323,15.6,Máximas,19.7,01-02,7209,1955-01-01
1256,60.9,Minimas,2.8,01-02,7209,1955-01-01
163,8.5,Máximas,18.2,01-02,1109,1953-09-12
102,5.3,Minimas,11.7,01-02,1109,1953-09-12
43,9.1,Máximas,15.8,01-02,4147X,2006-11-09
183,38.7,Minimas,1.5,01-02,4147X,2006-11-09
5,0.9,Máximas,20.4,01-02,1210X,1997-06-01
12,2.1,Minimas,13.4,01-02,1210X,1997-06-01
128,11.8,Máximas,12.7,01-02,2465,1988-10-01
270,24.9,Minimas,2.8,01-02,2465,1988-10-01
826,75.4,Máximas,10,01-02,3100B,1976-04-01
515,47,Minimas,0.7,01-02,3100B,1976-04-01
295,19.9,Máximas,12.3,01-02,2870,1970-01-01
188,12.7,Minimas,5.2,01-02,2870,1970-01-01
61,3.9,Máximas,23.8,01-02,C929I,1973-12-01
337,21.7,Minimas,17.9,01-02,C929I,1973-12-01
417,16.8,Máximas,10.2,01-02,2331,1943-08-01
236,9.5,Minimas,4.3,01-02,2331,1943-08-01
480,15.8,Máximas,13.9,01-02,0200E,1920-01-01
799,26.3,Minimas,6.9,01-02,0200E,1920-01-01
76,22.9,Máximas,13,01-02,4090Y,2008-09-14
176,53,Minimas,-1.5,01-02,4090Y,2008-09-14
4,1.2,Máximas,20.1,01-02,1249X,2012-03-01
26,7.6,Minimas,9.4,01-02,1249X,2012-03-01
152,25.4,Máximas,17.6,01-02,5298X,2001-01-01
336,56.3,Minimas,0.9,01-02,5298X,2001-01-01
104,16.7,Máximas,8.2,01-02,3266A,1997-01-01
92,14.7,Minimas,1.8,01-02,3266A,1997-01-01
89,12.9,Máximas,15.4,01-02,5911A,2000-02-01
276,39.9,Minimas,3.8,01-02,5911A,2000-02-01
528,74.6,Máximas,5.7,01-02,3110C,1997-01-01
261,36.9,Minimas,0.1,01-02,3110C,1997-01-01
132,17.1,Máximas,16.3,01-02,5704B,1997-01-29
242,31.3,Minimas,3.5,01-02,5704B,1997-01-29
318,38,Máximas,11,01-02,9381I,1992-08-01
321,38.4,Minimas,-0.5,01-02,9381I,1992-08-01
153,12,Máximas,15.6,01-02,8178D,1983-01-01
654,51.5,Minimas,0.5,01-02,8178D,1983-01-01
248,10.3,Máximas,14.1,01-02,1428,1943-11-01
117,4.9,Minimas,9.8,01-02,1428,1943-11-01
40,8.6,Máximas,15.9,01-02,4386B,2007-06-01
25,5.4,Minimas,9.4,01-02,4386B,2007-06-01
81,13.1,Máximas,12.1,01-02,2117D,2002-04-16
151,24.4,Minimas,1.5,01-02,2117D,2002-04-16
355,54,Máximas,12.1,01-02,3519X,1999-03-24
193,29.3,Minimas,5.8,01-02,3519X,1999-03-24
234,31.2,Máximas,15.4,01-02,0201D,1994-04-21
365,48.7,Minimas,8.1,01-02,0201D,1994-04-21
359,38.3,Máximas,12.8,01-02,8309X,1991-01-10
419,44.7,Minimas,0.3,01-02,8309X,1991-01-10
196,21.4,Máximas,11.1,01-02,B248,1971-04-01
195,21.3,Minimas,5.5,01-02,B248,1971-04-01
79,8.7,Máximas,14.4,01-02,1400,1951-01-01
21,2.3,Minimas,12.2,01-02,1400,1951-01-01
29,1.3,Máximas,21.6,01-02,5960,1946-02-01
1253,57.8,Minimas,4.5,01-02,5960,1946-02-01
259,9.1,Máximas,12.9,01-02,2614,1920-02-01
281,9.8,Minimas,6.4,01-02,2614,1920-02-01
180,46.8,Máximas,10.4,01-02,3298X,2006-11-03
77,20,Minimas,5,01-02,3298X,2006-11-03
48,9.4,Máximas,10,01-02,2491C,2001-12-17
107,20.9,Minimas,1.1,01-02,2491C,2001-12-17
13,9.3,Máximas,17.5,01-02,1057B,1997-04-01
5,3.6,Minimas,13.1,01-02,1057B,1997-04-01
90,9.2,Máximas,19.4,01-02,B569X,1989-01-01
411,41.9,Minimas,11,01-02,B569X,1989-01-01
160,24,Máximas,19.7,01-02,6367B,1988-04-07
487,73.1,Minimas,3.2,01-02,6367B,1988-04-07
353,22.8,Máximas,11,01-02,2422,1973-10-01
360,23.2,Minimas,3.1,01-02,2422,1973-10-01
183,11.6,Máximas,17.3,01-02,5530E,1972-07-01
1012,64,Minimas,-1.7,01-02,5530E,1972-07-01
291,17.6,Máximas,17.5,01-02,B954,1944-01-01
1462,88.3,Minimas,4.3,01-02,B954,1944-01-01
419,17.1,Máximas,11.8,01-02,2867,1945-01-01
556,22.7,Minimas,2.8,01-02,2867,1945-01-01
786,31.7,Máximas,9.6,01-02,2030,1943-11-01
377,15.2,Minimas,2.1,01-02,2030,1943-11-01
315,12,Máximas,20.5,01-02,8025,1938-09-01
1004,38.2,Minimas,7.2,01-02,8025,1938-09-01
142,35.2,Máximas,18.1,01-02,7031X,2011-01-01
265,65.9,Minimas,4.8,01-02,7031X,2011-01-01
11,2.2,Máximas,20.2,01-02,1207U,1979-01-01
60,12.2,Minimas,8.4,01-02,1207U,1979-01-01
29,3.7,Máximas,18.5,01-02,1050J,1997-04-01
10,1.3,Minimas,13.4,01-02,1050J,1997-04-01
57,7.4,Máximas,15.1,01-02,1393,1994-01-01
30,3.9,Minimas,12.8,01-02,1393,1994-01-01
124,15.6,Máximas,19.3,01-02,7145D,1997-02-19
483,61.8,Minimas,2.7,01-02,7145D,1997-02-19
235,30,Máximas,12.8,01-02,9294E,1993-07-24
301,38.4,Minimas,3.3,01-02,9294E,1993-07-24
140,11,Máximas,12.8,01-02,2444,1983-01-01
127,10,Minimas,3.7,01-02,2444,1983-01-01
143,8.7,Máximas,15.1,01-02,4121,1970-11-01
718,43.7,Minimas,1.6,01-02,4121,1970-11-01
527,29.1,Máximas,6.1,01-02,9585,1927-04-01
734,40.5,Minimas,-3,01-02,9585,1927-04-01
1750,85.5,Máximas,7.3,01-02,3129,1945-01-01
935,45.7,Minimas,0.6,01-02,3129,1945-01-01
543,20.4,Máximas,18.9,01-02,8416,1937-11-01
997,37.5,Minimas,7.8,01-02,8416,1937-11-01
82,13.6,Máximas,18.8,01-02,5000C,2003-06-01
221,36.8,Minimas,12.4,01-02,5000C,2003-06-01
57,10.4,Máximas,17.5,01-02,5582A,2001-01-01
336,61.3,Minimas,1.5,01-02,5582A,2001-01-01
170,14.8,Máximas,13.5,01-02,1505,1951-01-01
49,4.3,Minimas,9.6,01-02,1505,1951-01-01
507,28.7,Máximas,18.2,01-02,8019,1967-01-01
1202,68,Minimas,5.1,01-02,8019,1967-01-01
103,4.6,Máximas,14.6,01-02,1549,1951-01-01
328,14.5,Minimas,5.5,01-02,1549,1951-01-01
1063,54.4,Máximas,9.1,01-02,8096,1951-01-01
1175,60.3,Minimas,-1.5,01-02,8096,1951-01-01
284,12.6,Máximas,18.6,01-02,5783,1951-01-01
1062,47,Minimas,5.9,01-02,5783,1951-01-01
130,4.2,Máximas,13.8,01-02,C430E,1920-01-01
86,2.8,Minimas,6.9,01-02,C430E,1920-01-01
85,32.1,Máximas,12.9,01-02,4061X,2006-10-31
104,39.2,Minimas,2,01-02,4061X,2006-10-31
122,21.5,Máximas,7.8,01-02,1542,1997-03-01
121,21.3,Minimas,1.3,01-02,1542,1997-03-01
248,19.5,Máximas,14.3,01-02,3469A,1982-12-01
509,40,Minimas,4.6,01-02,3469A,1982-12-01
2,0.7,Máximas,25.4,01-02,C659M,2013-09-21
92,30.3,Minimas,17.2,01-02,C659M,2013-09-21
33,10.7,Máximas,22.4,01-03,C439J,2014-01-01
110,35.6,Minimas,14.2,01-03,C439J,2014-01-01
13,3.1,Máximas,20.4,01-03,5612B,2009-02-13
185,44.4,Minimas,3.7,01-03,5612B,2009-02-13
125,30.9,Máximas,12.6,01-03,3094B,2009-08-01
8,2,Minimas,8,01-03,3094B,2009-08-01
70,9.3,Máximas,16,01-03,9394X,1993-04-01
14,1.9,Minimas,9.8,01-03,9394X,1993-04-01
32,3.4,Máximas,20,01-03,B434X,1993-01-01
8,0.9,Minimas,14.4,01-03,B434X,1993-01-01
48,5.5,Máximas,23.1,01-03,8293X,1990-04-02
39,4.5,Minimas,10.9,01-03,8293X,1990-04-02
173,17.8,Máximas,11.8,01-03,2755X,1988-12-17
178,18.3,Minimas,3.7,01-03,2755X,1988-12-17
134,12.5,Máximas,10.5,01-03,2400E,1988-12-03
123,11.5,Minimas,3.5,01-03,2400E,1988-12-03
10,0.7,Máximas,24.1,01-03,8500A,1976-01-01
64,4.3,Minimas,11.2,01-03,8500A,1976-01-01
530,31.2,Máximas,21.2,01-03,C249I,1967-01-01
813,47.8,Minimas,15,01-03,C249I,1967-01-01
499,20.6,Máximas,6.1,01-03,2462,1946-01-01
198,8.2,Minimas,2.1,01-03,2462,1946-01-01
50,9.1,Máximas,12.7,01-03,9001D,2005-02-21
267,48.5,Minimas,-1.3,01-03,9001D,2005-02-21
51,8.1,Máximas,18,01-03,5047E,2000-01-01
